t,S(t),C(t),effort(t),mean_abs_error,fluidity,entropy_S,gamma,En_mean(t),On_mean(t)
38.600000,-1.770969,0.707388,0.001381,0.051278,0.988227,0.220598,0.400000,-0.172105,-0.141677
38.650000,-1.643905,0.707388,0.001847,0.056604,0.988189,0.165636,0.400000,-0.174962,-0.131512
38.700000,-1.495413,0.707388,0.002141,0.062879,0.988155,0.120128,0.400000,-0.176853,-0.119633
38.750000,-1.330139,0.707388,0.002237,0.071278,0.988131,0.085480,0.400000,-0.177689,-0.106411
38.800000,-1.151473,0.707388,0.002225,0.085295,0.988119,0.063139,0.400000,-0.177413,-0.092118
38.850000,-0.961043,0.707388,0.002246,0.099111,0.988115,0.054679,0.400000,-0.175995,-0.076883
38.900000,-0.761018,0.707388,0.002311,0.112533,0.988114,0.060685,0.400000,-0.173415,-0.060881
38.950000,-0.555995,0.707388,0.002359,0.125190,0.988117,0.078619,0.400000,-0.169669,-0.044480
39,-0.350126,0.707388,0.002336,0.136774,0.988124,0.105114,0.400000,-0.164784,-0.028010
39.050000,-0.143127,0.707388,0.001935,0.147361,0.988132,0.136533,0.400000,-0.158811,-0.011450
39.100000,0.065680,0.707388,0.002067,0.157051,0.988141,0.168931,0.400000,-0.151797,0.005254
39.150000,0.270256,0.707388,0.002426,0.165402,0.988149,0.197904,0.400000,-0.143782,0.021620
39.200000,0.463298,0.707388,0.002369,0.171908,0.988157,0.219003,0.400000,-0.134844,0.037064
39.250000,0.647176,0.707388,0.001788,0.176877,0.988159,0.230029,0.400000,-0.125103,0.051774
39.300000,0.826130,0.707388,0.001933,0.180750,0.988162,0.232606,0.400000,-0.114659,0.066090
39.350000,0.995471,0.707388,0.002529,0.183217,0.988168,0.230220,0.400000,-0.103580,0.079638
39.400000,1.144521,0.707388,0.002834,0.183520,0.988171,0.225449,0.400000,-0.091958,0.091562
39.450000,1.269021,0.707388,0.002015,0.181474,0.988156,0.219568,0.400000,-0.079953,0.101522
39.500000,1.375898,0.707388,0.001877,0.177814,0.988128,0.213506,0.400000,-0.067742,0.110072
39.550000,1.475537,0.707388,0.001826,0.173493,0.988114,0.208235,0.400000,-0.055450,0.118043
39.600000,1.555090,0.707388,0.002196,0.167535,0.988118,0.204317,0.400000,-0.043128,0.124407
39.650000,1.603574,0.707388,0.001582,0.159193,0.988104,0.200388,0.400000,-0.030907,0.128286
39.700000,1.633749,0.707388,0.001200,0.149683,0.988057,0.195027,0.400000,-0.018983,0.130700
39.750000,1.655065,0.707388,0.001400,0.139866,0.988042,0.189259,0.400000,-0.007461,0.132405
39.800000,1.663510,0.707388,0.001938,0.129457,0.988044,0.183598,0.400000,0.003624,0.133081
39.850000,1.658516,0.707388,0.002197,0.118472,0.988042,0.176897,0.400000,0.014209,0.132681
39.900000,1.643867,0.707388,0.002295,0.107277,0.988038,0.169332,0.400000,0.024233,0.131509
39.950000,1.620831,0.707388,0.002428,0.097464,0.988040,0.162895,0.400000,0.033660,0.129667
40,1.588961,0.707388,0.002567,0.095444,0.988044,0.158365,0.400000,0.042467,0.127117
40.050000,1.548446,0.707388,0.002641,0.093176,0.988047,0.154776,0.400000,0.050627,0.123876
40.100000,1.500234,0.707388,0.002674,0.090565,0.988051,0.151653,0.400000,0.058118,0.120019
40.150000,1.445739,0.707388,0.002672,0.087543,0.988055,0.149935,0.400000,0.064921,0.115659
40.200000,1.386740,0.707388,0.002628,0.084062,0.988061,0.150077,0.400000,0.071032,0.110939
40.250000,1.325174,0.707388,0.002538,0.080079,0.988068,0.151631,0.400000,0.076455,0.106014
40.300000,1.262827,0.707388,0.002395,0.075545,0.988076,0.154359,0.400000,0.081209,0.101026
40.350000,1.201016,0.707388,0.002199,0.070398,0.988084,0.158540,0.400000,0.085322,0.096081
40.400000,1.140322,0.707388,0.001970,0.065706,0.988093,0.164294,0.400000,0.088829,0.091226
40.450000,1.080540,0.707388,0.001727,0.065002,0.988101,0.171447,0.400000,0.091767,0.086443
40.500000,1.021056,0.707388,0.001512,0.063142,0.988110,0.179819,0.400000,0.094172,0.081684
40.550000,0.961769,0.707388,0.001514,0.064254,0.988118,0.189286,0.400000,0.096072,0.076942
40.600000,0.904238,0.707388,0.002062,0.065310,0.988126,0.199695,0.400000,0.097493,0.072339
40.650000,0.852150,0.707388,0.002577,0.065803,0.988135,0.210921,0.400000,0.098470,0.068172
40.700000,0.810283,0.707388,0.003044,0.065555,0.988142,0.222985,0.400000,0.099062,0.064823
40.750000,0.782519,0.707388,0.003496,0.065153,0.988144,0.236089,0.400000,0.099353,0.062602
40.800000,0.770519,0.707388,0.004007,0.064317,0.988141,0.250529,0.400000,0.099450,0.061642
40.850000,0.773443,0.707388,0.004837,0.062260,0.988134,0.266587,0.400000,0.099464,0.061875
40.900000,0.787771,0.707388,0.005938,0.064176,0.988128,0.284411,0.400000,0.099497,0.063022
40.950000,0.808004,0.707388,0.006772,0.076574,0.988128,0.303894,0.400000,0.099620,0.064640
41,0.829818,0.707388,0.007169,0.087899,0.988133,0.324601,0.400000,0.099869,0.066385
41.050000,0.853650,0.707388,0.006907,0.096377,0.988141,0.345908,0.400000,0.100246,0.068292
41.100000,0.883521,0.707388,0.005687,0.100414,0.988149,0.367403,0.400000,0.100758,0.070682
41.150000,0.922016,0.707388,0.003648,0.099705,0.988156,0.389166,0.400000,0.101439,0.073761
41.200000,0.972217,0.707388,0.004552,0.095047,0.988160,0.411576,0.400000,0.102334,0.077777
41.250000,1.042160,0.707388,0.006842,0.087116,0.988161,0.435277,0.400000,0.103509,0.083373
41.300000,1.132387,0.707388,0.009787,0.076736,0.988148,0.461612,0.400000,0.105079,0.090591
41.350000,1.222161,0.707388,0.013250,0.073443,0.988131,0.491703,0.400000,0.107154,0.097773
41.400000,1.262357,0.707388,0.016492,0.095968,0.988145,0.523649,0.400000,0.109706,0.100989
41.450000,1.199265,0.707388,0.017099,0.109249,0.988070,0.548237,0.400000,0.112391,0.095941
41.500000,1.078243,0.707388,0.013016,0.108413,0.987539,0.549405,0.400000,0.114533,0.086259
41.550000,0.999647,0.707388,0.005759,0.100371,0.987328,0.522133,0.400000,0.115784,0.079972
41.600000,0.951225,0.707388,0.003758,0.088631,0.987433,0.476706,0.400000,0.116465,0.076098
41.650000,0.905365,0.707388,0.003156,0.076530,0.987402,0.419735,0.400000,0.116798,0.072429
41.700000,0.862470,0.707388,0.002972,0.071897,0.987419,0.357856,0.400000,0.116818,0.068998
41.750000,0.822173,0.707388,0.002855,0.066117,0.987427,0.304881,0.400000,0.116559,0.065774
41.800000,0.779953,0.707388,0.002521,0.059839,0.987436,0.277304,0.400000,0.116052,0.062396
41.850000,0.735505,0.707388,0.002312,0.056457,0.987446,0.284664,0.400000,0.115297,0.058840
41.900000,0.693238,0.707388,0.002234,0.058833,0.987455,0.318765,0.400000,0.114292,0.055459
41.950000,0.657319,0.707388,0.002297,0.060479,0.987464,0.363534,0.400000,0.113064,0.052586
42,0.629477,0.707388,0.002645,0.061307,0.987472,0.406881,0.400000,0.111665,0.050358
42.050000,0.610604,0.707388,0.003150,0.061308,0.987478,0.443747,0.400000,0.110156,0.048848
42.100000,0.601838,0.707388,0.003684,0.060453,0.987482,0.469783,0.400000,0.108600,0.048147
42.150000,0.604035,0.707388,0.004281,0.062488,0.987485,0.482813,0.400000,0.107065,0.048323
42.200000,0.617367,0.707388,0.005023,0.064185,0.987486,0.485622,0.400000,0.105621,0.049389
42.250000,0.641259,0.707388,0.006064,0.065357,0.987487,0.480849,0.400000,0.104336,0.051301
42.300000,0.673257,0.707388,0.007401,0.072854,0.987489,0.468299,0.400000,0.103269,0.053861
42.350000,0.705710,0.707388,0.009102,0.087600,0.987494,0.450400,0.400000,0.102463,0.056457
42.400000,0.720212,0.707388,0.011106,0.103410,0.987504,0.432676,0.400000,0.101907,0.057617
42.450000,0.684685,0.707388,0.012985,0.118078,0.987502,0.420219,0.400000,0.101473,0.054775
42.500000,0.572301,0.707388,0.013944,0.127749,0.987391,0.425361,0.400000,0.100831,0.045784
42.550000,0.411285,0.707388,0.013200,0.143891,0.987066,0.473879,0.400000,0.099493,0.032903
42.600000,0.290343,0.707388,0.009792,0.152179,0.986911,0.576426,0.400000,0.097180,0.023227
42.650000,0.264968,0.707388,0.005765,0.150012,0.986983,0.670345,0.400000,0.094200,0.021197
42.700000,0.302212,0.707388,0.003557,0.142679,0.986562,0.697718,0.400000,0.091205,0.024177
42.750000,0.348749,0.707388,0.003639,0.133188,0.986302,0.666941,0.400000,0.088601,0.027900
42.800000,0.401653,0.707388,0.003236,0.120656,0.986334,0.607487,0.400000,0.086428,0.032132
42.850000,0.460453,0.707388,0.003472,0.105999,0.986339,0.533672,0.400000,0.084706,0.036836
42.900000,0.501102,0.707388,0.004827,0.096484,0.986348,0.455812,0.400000,0.083451,0.040088
42.950000,0.512241,0.707388,0.005543,0.083363,0.986351,0.387209,0.400000,0.082521,0.040979
43,0.497317,0.707388,0.005147,0.072024,0.986313,0.335213,0.400000,0.081711,0.039785
43.050000,0.476097,0.707388,0.005998,0.081314,0.986277,0.302960,0.400000,0.080844,0.038088
43.100000,0.463802,0.707388,0.006559,0.097633,0.986288,0.285314,0.400000,0.079883,0.037104
43.150000,0.448257,0.707388,0.007694,0.115823,0.986301,0.272606,0.400000,0.078890,0.035861
43.200000,0.423439,0.707388,0.008516,0.131997,0.986314,0.264756,0.400000,0.077847,0.033875
43.250000,0.405020,0.707388,0.008613,0.142902,0.986322,0.264017,0.400000,0.076695,0.032402
43.300000,0.394628,0.707388,0.007394,0.145571,0.986335,0.272946,0.400000,0.075482,0.031570
43.350000,0.386164,0.707388,0.005218,0.141008,0.986343,0.288780,0.400000,0.074262,0.030893
43.400000,0.377847,0.707388,0.002936,0.132212,0.986354,0.306599,0.400000,0.073048,0.030228
43.450000,0.366782,0.707388,0.001254,0.121375,0.986365,0.326669,0.400000,0.071841,0.029343
43.500000,0.349463,0.707388,0.001074,0.109615,0.986376,0.345372,0.400000,0.070623,0.027957
43.550000,0.323508,0.707388,0.001184,0.097457,0.986385,0.365998,0.400000,0.069353,0.025881
43.600000,0.287707,0.707388,0.001394,0.085196,0.986391,0.390105,0.400000,0.067979,0.023017
43.650000,0.241628,0.707388,0.001605,0.073033,0.986396,0.419225,0.400000,0.066442,0.019330
43.700000,0.185491,0.707388,0.001787,0.062074,0.986400,0.456478,0.400000,0.064684,0.014839
43.750000,0.120076,0.707388,0.001938,0.055286,0.986404,0.502682,0.400000,0.062650,0.009606
43.800000,0.046626,0.707388,0.002053,0.056565,0.986408,0.563896,0.400000,0.060295,0.003730
43.850000,-0.033259,0.707388,0.002124,0.060243,0.986415,0.636476,0.400000,0.057582,-0.002661
43.900000,-0.117759,0.707388,0.002141,0.065852,0.986422,0.696344,0.400000,0.054488,-0.009421
43.950000,-0.204969,0.707388,0.002092,0.071475,0.986432,0.715470,0.400000,0.051001,-0.016397
44,-0.293000,0.707388,0.001966,0.076366,0.986442,0.698279,0.400000,0.047124,-0.023440
44.050000,-0.379988,0.707388,0.001798,0.080330,0.986453,0.680488,0.400000,0.042872,-0.030399
44.100000,-0.463972,0.707388,0.001723,0.083135,0.986463,0.669123,0.400000,0.038269,-0.037118
44.150000,-0.542617,0.707388,0.001760,0.084469,0.986474,0.655778,0.400000,0.033353,-0.043409
44.200000,-0.612651,0.707388,0.002755,0.083890,0.986483,0.638982,0.400000,0.028173,-0.049012
44.250000,-0.668526,0.707388,0.004815,0.085750,0.986489,0.618108,0.400000,0.022800,-0.053482
44.300000,-0.699320,0.707388,0.007879,0.099325,0.986488,0.590829,0.400000,0.017333,-0.055946
44.350000,-0.683810,0.707388,0.012076,0.119833,0.986463,0.556633,0.400000,0.011940,-0.054705
44.400000,-0.596457,0.707388,0.016160,0.137576,0.986354,0.517892,0.400000,0.006918,-0.047717
44.450000,-0.466022,0.707388,0.015181,0.137844,0.986059,0.475200,0.400000,0.002711,-0.037282
44.500000,-0.405620,0.707388,0.005097,0.127893,0.985939,0.431273,0.400000,-0.000440,-0.032450
44.550000,-0.399409,0.707388,0.004861,0.118936,0.985929,0.396904,0.400000,-0.003043,-0.031953
44.600000,-0.387779,0.707388,0.003520,0.112233,0.985773,0.375107,0.400000,-0.005476,-0.031022
44.650000,-0.362361,0.707388,0.003022,0.107147,0.985837,0.363726,0.400000,-0.007712,-0.028989
44.700000,-0.314707,0.707388,0.002436,0.102826,0.985846,0.357712,0.400000,-0.009672,-0.025177
44.750000,-0.251483,0.707388,0.002533,0.099267,0.985829,0.345517,0.400000,-0.011225,-0.020119
44.800000,-0.183231,0.707388,0.002802,0.096946,0.985824,0.322782,0.400000,-0.012291,-0.014658
44.850000,-0.121559,0.707388,0.003507,0.095488,0.985834,0.291812,0.400000,-0.012863,-0.009725
44.900000,-0.078393,0.707388,0.004485,0.097249,0.985846,0.250607,0.400000,-0.013006,-0.006271
44.950000,-0.071473,0.707388,0.005785,0.102854,0.985841,0.198372,0.400000,-0.012863,-0.005718
45,-0.128190,0.707388,0.007560,0.106012,0.985778,0.144605,0.400000,-0.012683,-0.010255
45.050000,-0.273458,0.707388,0.009962,0.116873,0.985551,0.106574,0.400000,-0.012878,-0.021877
45.100000,-0.487694,0.707388,0.013783,0.150580,0.985060,0.113346,0.400000,-0.014004,-0.039016
45.150000,-0.611686,0.707388,0.017637,0.173858,0.984713,0.176129,0.400000,-0.016460,-0.048935
45.200000,-0.485730,0.707388,0.014049,0.171859,0.984756,0.255530,0.400000,-0.019596,-0.038858
45.250000,-0.349882,0.707388,0.005331,0.165300,0.981176,0.291013,0.400000,-0.021760,-0.027991
45.300000,-0.284417,0.707388,0.004007,0.158240,0.982131,0.305455,0.400000,-0.022936,-0.022753
45.350000,-0.194089,0.707388,0.004072,0.150822,0.982128,0.319186,0.400000,-0.023630,-0.015527
45.400000,-0.116033,0.707388,0.003621,0.141348,0.982274,0.323613,0.400000,-0.023705,-0.009283
45.450000,-0.028640,0.707388,0.003832,0.131746,0.982299,0.322416,0.400000,-0.023271,-0.002291
45.500000,0.042523,0.707388,0.003009,0.124145,0.982319,0.314545,0.400000,-0.022292,0.003402
45.550000,0.104736,0.707388,0.003212,0.120778,0.982330,0.305584,0.400000,-0.020903,0.008379
45.600000,0.143223,0.707388,0.003145,0.114466,0.982343,0.297219,0.400000,-0.019180,0.011458
45.650000,0.159981,0.707388,0.002987,0.105390,0.982322,0.290998,0.400000,-0.017294,0.012798
45.700000,0.152088,0.707388,0.002946,0.097383,0.982302,0.288067,0.400000,-0.015394,0.012167
45.750000,0.113678,0.707388,0.002951,0.088410,0.982268,0.291559,0.400000,-0.013640,0.009094
45.800000,0.039640,0.707388,0.003738,0.076627,0.982211,0.304660,0.400000,-0.012222,0.003171
45.850000,-0.070356,0.707388,0.004555,0.066211,0.982126,0.329346,0.400000,-0.011354,-0.005628
45.900000,-0.213556,0.707388,0.005271,0.067216,0.982034,0.370993,0.400000,-0.011242,-0.017084
45.950000,-0.381976,0.707388,0.005826,0.073464,0.981955,0.434041,0.400000,-0.012062,-0.030558
46,-0.559465,0.707388,0.006063,0.079266,0.981915,0.507414,0.400000,-0.013931,-0.044757
46.050000,-0.726604,0.707388,0.005909,0.083711,0.981927,0.563324,0.400000,-0.016855,-0.058128
46.100000,-0.867736,0.707388,0.005432,0.086073,0.981949,0.595644,0.400000,-0.020715,-0.069419
46.150000,-0.976314,0.707388,0.004838,0.086141,0.981927,0.601909,0.400000,-0.025295,-0.078105
46.200000,-1.054901,0.707388,0.004420,0.085042,0.981864,0.587080,0.400000,-0.030349,-0.084392
46.250000,-1.108224,0.707388,0.004869,0.090510,0.981805,0.583761,0.400000,-0.035659,-0.088658
46.300000,-1.137483,0.707388,0.006051,0.096449,0.981765,0.572613,0.400000,-0.041049,-0.090999
46.350000,-1.138306,0.707388,0.007466,0.102668,0.981732,0.558075,0.400000,-0.046358,-0.091064
46.400000,-1.101918,0.707388,0.008975,0.108232,0.981683,0.537835,0.400000,-0.051407,-0.088153
46.450000,-1.020946,0.707388,0.010464,0.111237,0.981591,0.495594,0.400000,-0.055968,-0.081676
46.500000,-0.904304,0.707388,0.011383,0.115429,0.981447,0.441951,0.400000,-0.059778,-0.072344
46.550000,-0.795967,0.707388,0.010443,0.114012,0.981352,0.391260,0.400000,-0.062641,-0.063677
46.600000,-0.753727,0.707388,0.006640,0.107440,0.981407,0.352228,0.400000,-0.064661,-0.060298
46.650000,-0.773661,0.707388,0.001714,0.099784,0.981207,0.329248,0.400000,-0.066306,-0.061893
46.700000,-0.789673,0.707388,0.003384,0.091506,0.980911,0.316778,0.400000,-0.067998,-0.063174
46.750000,-0.765639,0.707388,0.004589,0.087997,0.981012,0.310073,0.400000,-0.069709,-0.061251
46.800000,-0.694611,0.707388,0.004342,0.085348,0.980973,0.307185,0.400000,-0.071178,-0.055569
46.850000,-0.593686,0.707388,0.003737,0.077044,0.980821,0.307283,0.400000,-0.072115,-0.047495
46.900000,-0.504121,0.707388,0.005545,0.079681,0.980757,0.308168,0.400000,-0.072352,-0.040330
46.950000,-0.438521,0.707388,0.008079,0.080133,0.980808,0.308405,0.400000,-0.071997,-0.035082
47,-0.390418,0.707388,0.011882,0.078159,0.980797,0.308767,0.400000,-0.071235,-0.031233
47.050000,-0.377393,0.707388,0.016834,0.097834,0.980791,0.308993,0.400000,-0.070200,-0.030191
47.100000,-0.401620,0.707388,0.019465,0.096345,0.980716,0.308878,0.400000,-0.069132,-0.032130
47.150000,-0.424478,0.707388,0.012910,0.087385,0.980619,0.309258,0.400000,-0.068275,-0.033958
47.200000,-0.400783,0.707388,0.010397,0.070958,0.980667,0.311675,0.400000,-0.067609,-0.032063
47.250000,-0.502090,0.707388,0.007174,0.080666,0.980595,0.314262,0.400000,-0.066822,-0.040167
47.300000,-0.712224,0.707388,0.010912,0.069305,0.980108,0.327368,0.400000,-0.066730,-0.056978
47.350000,-0.686748,0.707388,0.018391,0.058003,0.979181,0.364762,0.400000,-0.068003,-0.054940
47.400000,-0.548990,0.707388,0.018091,0.061561,0.977941,0.376564,0.400000,-0.069048,-0.043919
47.450000,-0.444620,0.707388,0.020969,0.051509,0.977085,0.359114,0.400000,-0.069149,-0.035570
47.500000,-0.915967,0.707388,0.018434,0.068481,0.977601,0.333293,0.400000,-0.068569,-0.073277
47.550000,-0.939317,0.707388,0.022812,0.058854,0.946656,0.334957,0.400000,-0.071068,-0.075145
47.600000,-0.928103,0.707388,0.016315,0.043230,0.963087,0.322317,0.400000,-0.073594,-0.074248
47.650000,-0.898036,0.707388,0.015733,0.026718,0.968182,0.323544,0.400000,-0.075921,-0.071843
47.700000,-1.161831,0.707388,0.010827,0.043621,0.968033,0.333606,0.400000,-0.077937,-0.092946
47.750000,-1.286384,0.707388,0.012512,0.034985,0.960822,0.375226,0.400000,-0.081560,-0.102911
47.800000,-1.352546,0.707388,0.007936,0.032709,0.965201,0.409484,0.400000,-0.085807,-0.108204
47.850000,-1.418088,0.707388,0.005904,0.034306,0.965227,0.435615,0.400000,-0.090271,-0.113447
47.900000,-1.537934,0.707388,0.002973,0.041609,0.965383,0.452789,0.400000,-0.094935,-0.123035
47.950000,-1.644477,0.707388,0.002393,0.047630,0.965243,0.473662,0.400000,-0.100142,-0.131558
48,-1.720088,0.707388,0.003062,0.050397,0.965431,0.491659,0.400000,-0.105778,-0.137607
48.050000,-1.789585,0.707388,0.002481,0.052554,0.965409,0.513329,0.400000,-0.111621,-0.143167
48.100000,-1.861708,0.707388,0.001875,0.054738,0.965475,0.551420,0.400000,-0.117622,-0.148937
48.150000,-1.923217,0.707388,0.001610,0.055882,0.965537,0.598364,0.400000,-0.123790,-0.153857
48.200000,-1.970350,0.707388,0.001599,0.055847,0.965585,0.635790,0.400000,-0.130048,-0.157628
48.250000,-2.005849,0.707388,0.001269,0.054980,0.965616,0.657852,0.400000,-0.136297,-0.160468
48.300000,-2.028351,0.707388,0.001031,0.053503,0.965652,0.649684,0.400000,-0.142464,-0.162268
48.350000,-2.035146,0.707388,0.000802,0.052384,0.965683,0.607232,0.400000,-0.148469,-0.162812
48.400000,-2.023639,0.707388,0.000573,0.050780,0.965704,0.536946,0.400000,-0.154217,-0.161891
48.450000,-1.990333,0.707388,0.000500,0.049092,0.965712,0.449052,0.400000,-0.159603,-0.159227
48.500000,-1.931285,0.707388,0.000843,0.047768,0.965700,0.355732,0.400000,-0.164504,-0.154503
48.550000,-1.843605,0.707388,0.001264,0.047130,0.965660,0.271259,0.400000,-0.168778,-0.147488
48.600000,-1.727701,0.707388,0.001825,0.050137,0.965596,0.202515,0.400000,-0.172271,-0.138216
48.650000,-1.588626,0.707388,0.002162,0.056840,0.965531,0.146540,0.400000,-0.174839,-0.127090
48.700000,-1.433842,0.707388,0.002156,0.063982,0.965502,0.108981,0.400000,-0.176379,-0.114707
48.750000,-1.267178,0.707388,0.002045,0.075465,0.965517,0.084322,0.400000,-0.176840,-0.101374
48.800000,-1.085614,0.707388,0.002062,0.089350,0.965549,0.074679,0.400000,-0.176199,-0.086849
48.850000,-0.888504,0.707388,0.002372,0.103335,0.965574,0.077552,0.400000,-0.174415,-0.071080
48.900000,-0.690608,0.707388,0.003018,0.116196,0.965595,0.090215,0.400000,-0.171445,-0.055249
48.950000,-0.506972,0.707388,0.003426,0.126784,0.965657,0.108464,0.400000,-0.167342,-0.040558
49,-0.311458,0.707388,0.003086,0.137340,0.965700,0.129333,0.400000,-0.162256,-0.024917
49.050000,-0.071401,0.707388,0.005438,0.150447,0.965764,0.153346,0.400000,-0.156159,-0.005712
49.100000,0.156979,0.707388,0.009036,0.161372,0.965628,0.185147,0.400000,-0.148813,0.012558
49.150000,0.236056,0.707388,0.015294,0.159241,0.965770,0.217578,0.400000,-0.140357,0.018884
49.200000,0.373712,0.707388,0.023103,0.161708,0.963835,0.230016,0.400000,-0.131811,0.029897
