t,S(t),C(t),effort(t),mean_abs_error,fluidity,entropy_S,gamma,En_mean(t),On_mean(t)
49.700000,1.738847,0.707388,0.013240,0.166563,0.897673,0.211417,0.400000,-0.027456,0.139108
49.750000,1.750266,0.707388,0.007154,0.154850,0.900786,0.221709,0.400000,-0.014829,0.140021
49.800000,1.707454,0.707388,0.003467,0.139356,0.897616,0.219219,0.400000,-0.002760,0.136596
49.850000,1.711600,0.707388,0.003549,0.128499,0.897366,0.204442,0.400000,0.008429,0.136928
49.900000,1.722807,0.707388,0.003373,0.118740,0.898259,0.190609,0.400000,0.019085,0.137825
49.950000,1.703312,0.707388,0.002856,0.106984,0.898628,0.188711,0.400000,0.029281,0.136265
50,1.668743,0.707388,0.002373,0.100964,0.898786,0.197716,0.400000,0.038840,0.133499
50.050000,1.628038,0.707388,0.002332,0.098010,0.898971,0.189528,0.400000,0.047698,0.130243
50.100000,1.578328,0.707388,0.002532,0.094827,0.899206,0.183254,0.400000,0.055850,0.126266
50.150000,1.519307,0.707388,0.002607,0.091259,0.899425,0.181998,0.400000,0.063273,0.121545
50.200000,1.453668,0.707388,0.002649,0.087329,0.899644,0.187849,0.400000,0.069942,0.116293
50.250000,1.384346,0.707388,0.002660,0.083039,0.899877,0.188768,0.400000,0.075853,0.110748
50.300000,1.314252,0.707388,0.002597,0.078362,0.900121,0.188112,0.400000,0.081020,0.105140
50.350000,1.246295,0.707388,0.002446,0.073263,0.900371,0.189719,0.400000,0.085475,0.099704
50.400000,1.182622,0.707388,0.002171,0.067670,0.900620,0.193762,0.400000,0.089267,0.094610
50.450000,1.123512,0.707388,0.001902,0.066420,0.900862,0.198857,0.400000,0.092458,0.089881
50.500000,1.066026,0.707388,0.001714,0.066116,0.901101,0.204395,0.400000,0.095106,0.085282
50.550000,1.003458,0.707388,0.001896,0.064918,0.901346,0.211592,0.400000,0.097250,0.080277
50.600000,0.927985,0.707388,0.002607,0.061770,0.901587,0.220800,0.400000,0.098882,0.074239
50.650000,0.839408,0.707388,0.002989,0.062363,0.901784,0.229043,0.400000,0.099944,0.067153
50.700000,0.755920,0.707388,0.003576,0.066599,0.901963,0.237881,0.400000,0.100379,0.060474
50.750000,0.708590,0.707388,0.003767,0.067623,0.902229,0.244626,0.400000,0.100253,0.056687
50.800000,0.713589,0.707388,0.003508,0.064775,0.902167,0.253498,0.400000,0.099826,0.057087
50.850000,0.760377,0.707388,0.004587,0.059283,0.901507,0.264914,0.400000,0.099453,0.060830
50.900000,0.828063,0.707388,0.005676,0.052642,0.901054,0.282112,0.400000,0.099402,0.066245
50.950000,0.892733,0.707388,0.006519,0.060513,0.901103,0.303331,0.400000,0.099791,0.071419
51,0.936832,0.707388,0.007133,0.073646,0.901395,0.327143,0.400000,0.100579,0.074947
51.050000,0.959861,0.707388,0.007405,0.090294,0.901550,0.352068,0.400000,0.101613,0.076789
51.100000,0.973638,0.707388,0.007304,0.101006,0.901634,0.375153,0.400000,0.102745,0.077891
51.150000,0.993733,0.707388,0.005754,0.102207,0.901840,0.398241,0.400000,0.103909,0.079499
51.200000,1.023396,0.707388,0.003331,0.093650,0.902097,0.419217,0.400000,0.105145,0.081872
51.250000,1.068173,0.707388,0.004976,0.087001,0.902312,0.441211,0.400000,0.106511,0.085454
51.300000,1.154415,0.707388,0.007459,0.076281,0.902475,0.463514,0.400000,0.108099,0.092353
51.350000,1.268850,0.707388,0.011345,0.063083,0.902213,0.492510,0.400000,0.110165,0.101508
51.400000,1.341716,0.707388,0.016283,0.082742,0.902156,0.522963,0.400000,0.112869,0.107337
51.450000,1.217240,0.707388,0.020689,0.107680,0.902378,0.547310,0.400000,0.115909,0.097379
51.500000,0.872529,0.707388,0.019130,0.111094,0.892420,0.538777,0.400000,0.117992,0.069802
51.550000,0.653331,0.707388,0.010539,0.104144,0.873127,0.495532,0.400000,0.117739,0.052267
51.600000,0.551993,0.707388,0.006968,0.107625,0.881575,0.464078,0.400000,0.116080,0.044159
51.650000,0.530476,0.707388,0.005713,0.098264,0.877653,0.450183,0.400000,0.113849,0.042438
51.700000,0.584725,0.707388,0.006032,0.081500,0.874645,0.438507,0.400000,0.111590,0.046778
51.750000,0.622005,0.707388,0.003873,0.069798,0.871962,0.435970,0.400000,0.109795,0.049760
51.800000,0.545258,0.707388,0.002540,0.068096,0.873136,0.428982,0.400000,0.108330,0.043621
51.850000,0.448546,0.707388,0.002148,0.070559,0.869936,0.422447,0.400000,0.106443,0.035884
51.900000,0.436369,0.707388,0.003702,0.069114,0.870786,0.426679,0.400000,0.104024,0.034910
51.950000,0.459010,0.707388,0.004039,0.064926,0.870183,0.422950,0.400000,0.101647,0.036721
52,0.428582,0.707388,0.003212,0.065248,0.870160,0.419206,0.400000,0.099535,0.034287
52.050000,0.387342,0.707388,0.002144,0.066345,0.870555,0.437805,0.400000,0.097332,0.030987
52.100000,0.395570,0.707388,0.003494,0.064273,0.870999,0.439700,0.400000,0.094972,0.031646
52.150000,0.433640,0.707388,0.004416,0.065492,0.870962,0.461133,0.400000,0.092784,0.034691
52.200000,0.468412,0.707388,0.004490,0.065012,0.870933,0.472891,0.400000,0.090951,0.037473
52.250000,0.502150,0.707388,0.004729,0.066251,0.871377,0.462819,0.400000,0.089435,0.040172
52.300000,0.547695,0.707388,0.005348,0.066393,0.871709,0.447476,0.400000,0.088213,0.043816
52.350000,0.602478,0.707388,0.006326,0.070477,0.872006,0.438219,0.400000,0.087347,0.048198
52.400000,0.667056,0.707388,0.008268,0.085261,0.872299,0.443665,0.400000,0.086879,0.053364
52.450000,0.715071,0.707388,0.011070,0.102838,0.872579,0.445476,0.400000,0.086852,0.057206
52.500000,0.678646,0.707388,0.014281,0.119371,0.872884,0.445215,0.400000,0.087138,0.054292
52.550000,0.466451,0.707388,0.016530,0.128533,0.870993,0.455946,0.400000,0.087173,0.037316
52.600000,0.174133,0.707388,0.014928,0.153305,0.859279,0.524682,0.400000,0.085833,0.013931
52.650000,0.061372,0.707388,0.009767,0.152901,0.856641,0.630423,0.400000,0.082669,0.004910
52.700000,0.199897,0.707388,0.003596,0.136738,0.853878,0.664810,0.400000,0.078932,0.015992
52.750000,0.298736,0.707388,0.006544,0.130115,0.825512,0.615131,0.400000,0.076279,0.023899
52.800000,0.234248,0.707388,0.008134,0.127330,0.836180,0.558885,0.400000,0.074399,0.018740
52.850000,0.333216,0.707388,0.002122,0.109678,0.828881,0.542199,0.400000,0.072195,0.026657
52.900000,0.426176,0.707388,0.005532,0.102508,0.831876,0.511566,0.400000,0.070742,0.034094
52.950000,0.411061,0.707388,0.008518,0.091192,0.835517,0.490830,0.400000,0.069963,0.032885
53,0.391805,0.707388,0.009997,0.071307,0.833154,0.482455,0.400000,0.069125,0.031344
53.050000,0.394038,0.707388,0.008908,0.058290,0.834763,0.465759,0.400000,0.068205,0.031523
53.100000,0.495971,0.707388,0.008750,0.083312,0.835250,0.442051,0.400000,0.067345,0.039678
53.150000,0.514726,0.707388,0.007212,0.102622,0.831816,0.408770,0.400000,0.067187,0.041178
53.200000,0.364480,0.707388,0.006289,0.115909,0.833644,0.392592,0.400000,0.067159,0.029158
53.250000,0.311757,0.707388,0.011087,0.139920,0.822061,0.402308,0.400000,0.066160,0.024941
53.300000,0.374467,0.707388,0.011200,0.148693,0.828252,0.417132,0.400000,0.064870,0.029957
53.350000,0.386501,0.707388,0.004872,0.140555,0.823240,0.430887,0.400000,0.064050,0.030920
53.400000,0.376590,0.707388,0.002321,0.130780,0.826538,0.448212,0.400000,0.063349,0.030127
53.450000,0.361592,0.707388,0.001446,0.119453,0.826980,0.466765,0.400000,0.062619,0.028927
53.500000,0.339568,0.707388,0.001336,0.107414,0.827431,0.489563,0.400000,0.061828,0.027165
53.550000,0.307918,0.707388,0.001484,0.095228,0.827852,0.513756,0.400000,0.060934,0.024633
53.600000,0.266174,0.707388,0.001665,0.083071,0.828256,0.541137,0.400000,0.059880,0.021294
53.650000,0.214623,0.707388,0.001861,0.071100,0.828651,0.569257,0.400000,0.058609,0.017170
53.700000,0.154250,0.707388,0.002035,0.059414,0.829045,0.596454,0.400000,0.057068,0.012340
53.750000,0.086417,0.707388,0.002169,0.049641,0.829447,0.620810,0.400000,0.055213,0.006913
53.800000,0.012461,0.707388,0.002244,0.052014,0.829861,0.652740,0.400000,0.053011,0.000997
53.850000,-0.066763,0.707388,0.002250,0.055782,0.830284,0.699762,0.400000,0.050441,-0.005341
53.900000,-0.151021,0.707388,0.002178,0.059569,0.830712,0.774504,0.400000,0.047487,-0.012082
53.950000,-0.240350,0.707388,0.002035,0.063907,0.831140,0.827577,0.400000,0.044135,-0.019228
54,-0.334316,0.707388,0.001833,0.068788,0.831567,0.764797,0.400000,0.040373,-0.026745
54.050000,-0.431459,0.707388,0.001761,0.072936,0.831995,0.680292,0.400000,0.036191,-0.034517
54.100000,-0.529165,0.707388,0.001699,0.076186,0.832427,0.645940,0.400000,0.031589,-0.042333
54.150000,-0.623709,0.707388,0.001597,0.078312,0.832865,0.625341,0.400000,0.026585,-0.049897
54.200000,-0.710120,0.707388,0.002021,0.078985,0.833298,0.630431,0.400000,0.021219,-0.056810
54.250000,-0.781513,0.707388,0.003300,0.078083,0.833704,0.610140,0.400000,0.015562,-0.062521
54.300000,-0.826545,0.707388,0.005377,0.081247,0.834030,0.572984,0.400000,0.009726,-0.066124
54.350000,-0.821508,0.707388,0.008825,0.099781,0.834128,0.530780,0.400000,0.003890,-0.065721
54.400000,-0.716412,0.707388,0.013973,0.124304,0.833378,0.502139,0.400000,-0.001621,-0.057313
54.450000,-0.472910,0.707388,0.018187,0.145341,0.829124,0.463150,0.400000,-0.006177,-0.037833
54.500000,-0.292260,0.707388,0.012769,0.140113,0.819489,0.410565,0.400000,-0.008929,-0.023381
54.550000,-0.341621,0.707388,0.008164,0.122313,0.823913,0.368436,0.400000,-0.010374,-0.027330
54.600000,-0.307253,0.707388,0.007718,0.105787,0.803919,0.354815,0.400000,-0.012066,-0.024580
54.650000,-0.342162,0.707388,0.006092,0.095226,0.814924,0.346519,0.400000,-0.013451,-0.027373
54.700000,-0.350181,0.707388,0.004494,0.094817,0.815100,0.352734,0.400000,-0.014993,-0.028014
54.750000,-0.248128,0.707388,0.002892,0.093622,0.816302,0.359050,0.400000,-0.016510,-0.019850
54.800000,-0.087164,0.707388,0.003998,0.084637,0.812261,0.345837,0.400000,-0.017290,-0.006973
54.850000,0.004280,0.707388,0.008332,0.084710,0.810777,0.320862,0.400000,-0.016990,0.000342
54.900000,-0.030222,0.707388,0.008304,0.108283,0.811845,0.299474,0.400000,-0.016113,-0.002418
54.950000,-0.068539,0.707388,0.010717,0.110765,0.804944,0.276962,0.400000,-0.015503,-0.005483
55,0.090837,0.707388,0.004671,0.106174,0.807203,0.235676,0.400000,-0.015171,0.007267
55.050000,0.101823,0.707388,0.008986,0.130591,0.795546,0.176254,0.400000,-0.013825,0.008146
55.100000,-0.305416,0.707388,0.012290,0.129656,0.802386,0.149225,0.400000,-0.012474,-0.024433
55.150000,-0.423627,0.707388,0.016395,0.175322,0.716839,0.189066,0.400000,-0.013827,-0.033890
55.200000,-0.596673,0.707388,0.027446,0.180131,0.758685,0.242620,0.400000,-0.015878,-0.047734
55.250000,-0.164407,0.707388,0.011504,0.165804,0.773424,0.327760,0.400000,-0.018945,-0.013153
55.300000,-0.208004,0.707388,0.009536,0.145975,0.589368,0.321185,0.400000,-0.019062,-0.016640
55.350000,0.042236,0.707388,0.011106,0.136084,0.668845,0.340266,0.400000,-0.019455,0.003379
55.400000,-0.023025,0.707388,0.005559,0.135268,0.706595,0.339390,0.400000,-0.018209,-0.001842
55.450000,0.194392,0.707388,0.004045,0.140124,0.696716,0.346875,0.400000,-0.017448,0.015551
55.500000,0.204839,0.707388,0.005258,0.141526,0.704446,0.344488,0.400000,-0.015317,0.016387
55.550000,0.301277,0.707388,0.003643,0.140685,0.715265,0.345444,0.400000,-0.013226,0.024102
55.600000,0.353704,0.707388,0.003202,0.133301,0.724101,0.346993,0.400000,-0.010615,0.028296
55.650000,0.381440,0.707388,0.003674,0.120265,0.725668,0.345511,0.400000,-0.007795,0.030515
55.700000,0.359563,0.707388,0.003284,0.108570,0.726174,0.342145,0.400000,-0.004936,0.028765
55.750000,0.311417,0.707388,0.003587,0.096499,0.725128,0.342212,0.400000,-0.002362,0.024913
55.800000,0.227033,0.707388,0.004389,0.081714,0.725309,0.342228,0.400000,-0.000229,0.018163
55.850000,0.068167,0.707388,0.005621,0.069832,0.724960,0.351823,0.400000,0.001252,0.005453
55.900000,-0.141838,0.707388,0.006628,0.062820,0.722034,0.378132,0.400000,0.001631,-0.011347
55.950000,-0.378329,0.707388,0.006893,0.072502,0.720661,0.427347,0.400000,0.000631,-0.030266
56,-0.623910,0.707388,0.007837,0.081001,0.720714,0.488652,0.400000,-0.001849,-0.049913
56.050000,-0.806062,0.707388,0.007356,0.086643,0.721366,0.540892,0.400000,-0.005794,-0.064485
56.100000,-0.930261,0.707388,0.006109,0.088795,0.720642,0.547920,0.400000,-0.010722,-0.074421
56.150000,-1.017668,0.707388,0.003848,0.087359,0.718977,0.548331,0.400000,-0.016206,-0.081413
56.200000,-1.079854,0.707388,0.002350,0.084907,0.718482,0.547682,0.400000,-0.021982,-0.086388
56.250000,-1.150362,0.707388,0.004102,0.081363,0.718595,0.541207,0.400000,-0.027872,-0.092029
56.300000,-1.202612,0.707388,0.005694,0.087489,0.719507,0.533592,0.400000,-0.033923,-0.096209
56.350000,-1.216390,0.707388,0.006923,0.094801,0.720106,0.513816,0.400000,-0.040011,-0.097311
56.400000,-1.184949,0.707388,0.008346,0.101881,0.719950,0.488134,0.400000,-0.045882,-0.094796
56.450000,-1.082680,0.707388,0.010253,0.107412,0.719173,0.454744,0.400000,-0.051257,-0.086614
56.500000,-0.891290,0.707388,0.012922,0.116498,0.716327,0.406876,0.400000,-0.055702,-0.071303
56.550000,-0.652186,0.707388,0.014691,0.115940,0.711160,0.366409,0.400000,-0.058685,-0.052175
56.600000,-0.557849,0.707388,0.012043,0.119167,0.709978,0.347286,0.400000,-0.059972,-0.044628
56.650000,-0.707319,0.707388,0.006611,0.096577,0.705410,0.345187,0.400000,-0.060583,-0.056586
56.700000,-0.765802,0.707388,0.009169,0.091387,0.666549,0.342223,0.400000,-0.062132,-0.061264
56.750000,-0.699896,0.707388,0.009637,0.094041,0.684339,0.341080,0.400000,-0.063982,-0.055992
56.800000,-0.650659,0.707388,0.006813,0.097647,0.677281,0.342842,0.400000,-0.065312,-0.052053
56.850000,-0.545466,0.707388,0.005030,0.092324,0.681563,0.344496,0.400000,-0.066258,-0.043637
56.900000,-0.421576,0.707388,0.004508,0.076504,0.680546,0.346703,0.400000,-0.066475,-0.033726
56.950000,-0.369778,0.707388,0.007367,0.075750,0.681276,0.347210,0.400000,-0.065880,-0.029582
57,-0.362701,0.707388,0.011615,0.073393,0.680600,0.348310,0.400000,-0.064979,-0.029016
57.050000,-0.391340,0.707388,0.019041,0.100744,0.679959,0.347099,0.400000,-0.064078,-0.031307
57.100000,-0.441414,0.707388,0.024779,0.095330,0.679491,0.347472,0.400000,-0.063406,-0.035313
57.150000,-0.386986,0.707388,0.018477,0.085830,0.679845,0.349693,0.400000,-0.063093,-0.030959
57.200000,-0.223871,0.707388,0.024049,0.074741,0.676774,0.350432,0.400000,-0.062443,-0.017910
57.250000,-0.412328,0.707388,0.032717,0.100503,0.668852,0.348938,0.400000,-0.060770,-0.032986
57.300000,-1.037407,0.707388,0.038989,0.072895,0.630110,0.356317,0.400000,-0.060400,-0.082993
57.350000,-0.277186,0.707388,0.036669,0.094551,0.480184,0.439685,0.400000,-0.064094,-0.022175
57.400000,0.098944,0.707388,0.044017,0.087228,0.058353,0.429908,0.400000,-0.062683,0.007915
57.450000,0.042983,0.707388,0.038585,0.109879,0.331326,0.436591,0.400000,-0.058909,0.003439
57.500000,-1.060258,0.707388,0.054679,0.080564,0.261618,0.437970,0.400000,-0.055685,-0.084821
57.550000,-0.814952,0.707388,0.025231,0.059440,0.011702,0.493314,0.400000,-0.059763,-0.065196
57.600000,-0.807973,0.707388,0.022208,0.042916,0.010107,0.475579,0.400000,-0.062049,-0.064638
57.650000,-1.086205,0.707388,0.009409,0.058117,0.055262,0.481246,0.400000,-0.064176,-0.086896
57.700000,-1.194165,0.707388,0.010704,0.048621,0.051417,0.507137,0.400000,-0.067997,-0.095533
57.750000,-1.270847,0.707388,0.006066,0.041206,0.057518,0.528069,0.400000,-0.072326,-0.101668
57.800000,-1.343307,0.707388,0.004020,0.042567,0.058609,0.538933,0.400000,-0.076934,-0.107465
57.850000,-1.461486,0.707388,0.002699,0.047154,0.058985,0.558194,0.400000,-0.081781,-0.116919
57.900000,-1.571540,0.707388,0.002245,0.050712,0.059161,0.553165,0.400000,-0.087151,-0.125723
57.950000,-1.650750,0.707388,0.002933,0.051289,0.059654,0.556552,0.400000,-0.092965,-0.132060
58,-1.721299,0.707388,0.002537,0.051171,0.059925,0.547937,0.400000,-0.099000,-0.137704
58.050000,-1.801650,0.707388,0.002102,0.052751,0.060301,0.556305,0.400000,-0.105190,-0.144132
58.100000,-1.873879,0.707388,0.001432,0.054583,0.060688,0.584782,0.400000,-0.111591,-0.149910
58.150000,-1.927479,0.707388,0.001760,0.054606,0.061072,0.627320,0.400000,-0.118139,-0.154198
58.200000,-1.970556,0.707388,0.001300,0.053850,0.061400,0.661187,0.400000,-0.124707,-0.157644
58.250000,-2.004983,0.707388,0.000887,0.052511,0.061760,0.694161,0.400000,-0.131225,-0.160399
58.300000,-2.025224,0.707388,0.000793,0.050281,0.062125,0.692851,0.400000,-0.137640,-0.162018
58.350000,-2.028909,0.707388,0.000593,0.047161,0.062470,0.642336,0.400000,-0.143865,-0.162313
58.400000,-2.012899,0.707388,0.000419,0.043504,0.062800,0.561493,0.400000,-0.149803,-0.161032
58.450000,-1.972031,0.707388,0.000744,0.041902,0.063105,0.478662,0.400000,-0.155340,-0.157762
58.500000,-1.901169,0.707388,0.001087,0.041150,0.063364,0.387198,0.400000,-0.160336,-0.152094
58.550000,-1.798493,0.707388,0.001765,0.041417,0.063562,0.319120,0.400000,-0.164624,-0.143879
58.600000,-1.669546,0.707388,0.002241,0.045970,0.063728,0.266967,0.400000,-0.168033,-0.133564
58.650000,-1.526361,0.707388,0.002325,0.053640,0.063955,0.228756,0.400000,-0.170436,-0.122109
58.700000,-1.375837,0.707388,0.002467,0.061726,0.064295,0.206321,0.400000,-0.171793,-0.110067
58.750000,-1.205310,0.707388,0.002603,0.075683,0.064674,0.192675,0.400000,-0.172108,-0.096425
58.800000,-1.000954,0.707388,0.002866,0.091227,0.064995,0.190330,0.400000,-0.171303,-0.080076
58.850000,-0.803069,0.707388,0.004935,0.104971,0.065174,0.198087,0.400000,-0.169216,-0.064246
58.900000,-0.689468,0.707388,0.008224,0.110795,0.065645,0.210934,0.400000,-0.165953,-0.055157
58.950000,-0.519479,0.707388,0.013361,0.120559,0.065108,0.219763,0.400000,-0.162117,-0.041558
59,-0.230984,0.707388,0.026197,0.138895,0.065979,0.229868,0.400000,-0.157374,-0.018479
59.050000,0.069173,0.707388,0.043093,0.156534,0.064178,0.245233,0.400000,-0.151000,0.005534
59.100000,-0.103965,0.707388,0.068047,0.134685,0.064985,0.266415,0.400000,-0.143002,-0.008317
59.150000,0.235169,0.707388,0.068310,0.171634,0.042726,0.270529,0.400000,-0.136525,0.018813
59.200000,-0.375941,0.707388,0.069485,0.111198,0.045467,0.282561,0.400000,-0.128177,-0.030075
59.250000,0.636770,0.707388,0.069997,0.175143,0.016562,0.265469,0.400000,-0.124201,0.050942
59.300000,0.704446,0.707388,0.042051,0.170225,0.001410,0.278780,0.400000,-0.113870,0.056356
59.350000,0.110135,0.707388,0.057404,0.127367,0.016826,0.269426,0.400000,-0.103617,0.008811
59.400000,0.752815,0.707388,0.042538,0.157949,0.006372,0.247130,0.400000,-0.097723,0.060225
59.450000,0.985410,0.707388,0.045638,0.166798,0.002741,0.250018,0.400000,-0.087965,0.078833
59.500000,1.255597,0.707388,0.021626,0.177637,0.013284,0.247317,0.400000,-0.077189,0.100448
59.550000,1.501684,0.707388,0.024006,0.185338,0.015150,0.241347,0.400000,-0.065204,0.120135
59.600000,1.335149,0.707388,0.020476,0.159036,0.015215,0.253485,0.400000,-0.052224,0.106812
59.650000,1.541675,0.707388,0.019640,0.164306,0.010552,0.239065,0.400000,-0.040972,0.123334
59.700000,1.779003,0.707388,0.016120,0.171266,0.011997,0.235262,0.400000,-0.028946,0.142320
59.750000,1.815656,0.707388,0.009041,0.161237,0.013107,0.243106,0.400000,-0.015985,0.145253
59.800000,1.757806,0.707388,0.004213,0.144059,0.012714,0.244293,0.400000,-0.003435,0.140625
59.850000,1.754051,0.707388,0.003684,0.132210,0.012498,0.193413,0.400000,0.008114,0.140324
59.900000,1.784293,0.707388,0.003915,0.123683,0.012784,0.190026,0.400000,0.019060,0.142743
59.950000,1.773754,0.707388,0.003128,0.112245,0.012853,0.205495,0.400000,0.029655,0.141900
60,1.735959,0.707388,0.002447,0.101775,0.012964,0.227552,0.400000,0.039652,0.138877
60.050000,1.693842,0.707388,0.002243,0.098238,0.013037,0.210458,0.400000,0.048905,0.135507
60.100000,1.643349,0.707388,0.002350,0.094737,0.013139,0.209302,0.400000,0.057422,0.131468
60.150000,1.579205,0.707388,0.002600,0.090801,0.013236,0.213918,0.400000,0.065187,0.126336
60.200000,1.503927,0.707388,0.002729,0.086498,0.013329,0.212522,0.400000,0.072148,0.120314
60.250000,1.421165,0.707388,0.002911,0.081940,0.013425,0.209606,0.400000,0.078274,0.113693
60.300000,1.333662,0.707388,0.003103,0.077070,0.013525,0.208025,0.400000,0.083558,0.106693
60.350000,1.245680,0.707388,0.003249,0.071916,0.013626,0.208207,0.400000,0.088012,0.099654
60.400000,1.162549,0.707388,0.003307,0.067668,0.013730,0.208529,0.400000,0.091673,0.093004
60.450000,1.091402,0.707388,0.003226,0.067601,0.013834,0.209993,0.400000,0.094613,0.087312
60.500000,1.039337,0.707388,0.002894,0.065814,0.013933,0.213284,0.400000,0.096946,0.083147
60.550000,1.012310,0.707388,0.002191,0.064632,0.014023,0.221729,0.400000,0.098826,0.080985
60.600000,1.008281,0.707388,0.001025,0.061279,0.014099,0.227367,0.400000,0.100436,0.080662
60.650000,1.010922,0.707388,0.002365,0.056779,0.014178,0.238387,0.400000,0.101940,0.080874
60.700000,0.974976,0.707388,0.005433,0.059399,0.014284,0.251177,0.400000,0.103385,0.077998
60.750000,0.818688,0.707388,0.008618,0.064923,0.014360,0.264201,0.400000,0.104526,0.065495
60.800000,0.500024,0.707388,0.009670,0.083362,0.013937,0.271731,0.400000,0.104598,0.040002
60.850000,0.271387,0.707388,0.010925,0.092661,0.012914,0.266725,0.400000,0.102605,0.021711
60.900000,0.452031,0.707388,0.010840,0.069643,0.013452,0.258363,0.400000,0.099231,0.036162
60.950000,0.846734,0.707388,0.013570,0.062629,0.009260,0.262860,0.400000,0.097195,0.067739
61,1.126049,0.707388,0.013943,0.074156,0.008031,0.293694,0.400000,0.097815,0.090084
61.050000,1.062100,0.707388,0.002865,0.078405,0.008694,0.339449,0.400000,0.100212,0.084968
61.100000,0.988057,0.707388,0.004603,0.086311,0.006646,0.371845,0.400000,0.102075,0.079045
61.150000,1.047935,0.707388,0.008548,0.096033,0.007221,0.393309,0.400000,0.103366,0.083835
61.200000,1.071744,0.707388,0.005415,0.095470,0.007182,0.417018,0.400000,0.104980,0.085740
61.250000,1.066958,0.707388,0.004072,0.085109,0.007375,0.442217,0.400000,0.106668,0.085357
61.300000,1.122835,0.707388,0.005854,0.076617,0.007427,0.465664,0.400000,0.108240,0.089827
61.350000,1.252064,0.707388,0.008586,0.063449,0.007466,0.490145,0.400000,0.110095,0.100165
61.400000,1.377346,0.707388,0.013459,0.069592,0.007408,0.528395,0.400000,0.112693,0.110188
61.450000,1.339588,0.707388,0.020387,0.103685,0.007499,0.544639,0.400000,0.115973,0.107167
61.500000,0.796187,0.707388,0.023655,0.114443,0.007184,0.560551,0.400000,0.118844,0.063695
61.550000,0.299343,0.707388,0.017090,0.130805,0.003725,0.535773,0.400000,0.118055,0.023947
61.600000,0.057485,0.707388,0.012330,0.140330,0.004677,0.533054,0.400000,0.114089,0.004599
61.650000,0.147198,0.707388,0.009028,0.111562,0.004282,0.527983,0.400000,0.108757,0.011776
61.700000,0.486639,0.707388,0.011877,0.069657,0.003055,0.525527,0.400000,0.104272,0.038931
61.750000,0.669605,0.707388,0.011487,0.069954,0.002436,0.491867,0.400000,0.102208,0.053568
61.800000,0.255713,0.707388,0.013480,0.091229,0.002683,0.493064,0.400000,0.101431,0.020457
61.850000,-0.073253,0.707388,0.012635,0.103875,0.001186,0.482866,0.400000,0.098014,-0.005860
61.900000,0.216308,0.707388,0.013849,0.075467,0.001666,0.496764,0.400000,0.092640,0.017305
61.950000,0.599985,0.707388,0.018495,0.082467,0.000823,0.487118,0.400000,0.089408,0.047999
62,0.341534,0.707388,0.017069,0.061498,0.000951,0.477508,0.400000,0.088820,0.027323
62.050000,0.133772,0.707388,0.016028,0.075888,0.000552,0.494878,0.400000,0.086590,0.010702
62.100000,0.176774,0.707388,0.014534,0.086266,0.000780,0.497992,0.400000,0.083126,0.014142
62.150000,0.476408,0.707388,0.015342,0.069428,0.000729,0.515764,0.400000,0.080114,0.038113
62.200000,0.551775,0.707388,0.005323,0.060873,0.000593,0.510566,0.400000,0.079191,0.044142
62.250000,0.518936,0.707388,0.006479,0.067888,0.000644,0.506964,0.400000,0.078803,0.041515
62.300000,0.492013,0.707388,0.002400,0.065661,0.000637,0.507142,0.400000,0.078221,0.039361
62.350000,0.506670,0.707388,0.004296,0.068422,0.000649,0.495979,0.400000,0.077495,0.040534
62.400000,0.577232,0.707388,0.005237,0.068409,0.000655,0.494380,0.400000,0.076899,0.046179
62.450000,0.647957,0.707388,0.008109,0.084156,0.000655,0.521384,0.400000,0.076790,0.051837
62.500000,0.700457,0.707388,0.011654,0.103414,0.000663,0.553946,0.400000,0.077144,0.056037
62.550000,0.558321,0.707388,0.016220,0.117167,0.000669,0.568363,0.400000,0.077820,0.044666
62.600000,0.147510,0.707388,0.018884,0.145412,0.000621,0.587276,0.400000,0.077543,0.011801
62.650000,-0.161423,0.707388,0.016396,0.154542,0.000504,0.630548,0.400000,0.074620,-0.012914
62.700000,0.085961,0.707388,0.010706,0.114677,0.000555,0.660554,0.400000,0.069844,0.006877
62.750000,0.593993,0.707388,0.015331,0.121348,0.000289,0.643928,0.400000,0.066908,0.047519
62.800000,0.063763,0.707388,0.024120,0.128377,0.000239,0.603869,0.400000,0.067407,0.005101
62.850000,0.145409,0.707388,0.012300,0.119788,0.000059,0.657098,0.400000,0.064450,0.011633
62.900000,0.462494,0.707388,0.009091,0.105467,0.000171,0.641875,0.400000,0.062168,0.036999
62.950000,0.333793,0.707388,0.013096,0.094045,0.000172,0.628385,0.400000,0.062053,0.026703
63,0.261824,0.707388,0.014710,0.075294,0.000164,0.651515,0.400000,0.061111,0.020946
63.050000,0.285127,0.707388,0.014202,0.037742,0.000197,0.653422,0.400000,0.059750,0.022810
63.100000,0.709072,0.707388,0.017765,0.076843,0.000197,0.641105,0.400000,0.058608,0.056726
63.150000,0.821826,0.707388,0.021394,0.105463,0.000134,0.625206,0.400000,0.060266,0.065746
63.200000,0.118616,0.707388,0.023888,0.088042,0.000157,0.622809,0.400000,0.062572,0.009489
63.250000,0.159361,0.707388,0.033226,0.104065,0.000032,0.663766,0.400000,0.060211,0.012749
63.300000,0.287097,0.707388,0.035152,0.138014,0.000055,0.654719,0.400000,0.058232,0.022968
