t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,adaptive_resilience,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
46.100000,0.271551,0.734222,-0.000076,0.246839,3,0.000019,0.589913,0.244875,0.207837,17.810586,0.988916,0.362127,0.027951,16.292177,-3.142335,18.400000,4.702281,1,0.051546,-0.005229,0.007669,0.141203,0.141203,0.100000,0.244875,0.207837
46.200000,0.309286,0.736856,-0.000113,0.283552,3,0.000019,0.716768,0.274690,0.208343,17.562781,0.988994,0.375748,0.026721,16.292177,-3.265132,18.400000,4.705895,1,0.051546,-0.004348,0.009016,0.145760,0.145760,0.100000,0.274690,0.208343
46.300000,0.400002,0.735418,-0.000056,0.294821,4,0.000019,0.378091,0.286720,0.208741,17.375915,0.989052,0.381911,0.028463,16.292177,1.268549,18.400000,4.702281,1,0.051546,-0.003401,0.012043,0.150540,0.150540,0.100000,0.286720,0.208741
46.400000,0.439947,0.729986,-0.000042,0.297476,3,0.000019,0.586420,0.293658,0.209001,17.260391,0.989087,0.397372,0.029321,16.292177,-3.386767,18.400000,4.697810,1,0.051546,-0.002256,0.013686,0.155542,0.155542,0.100000,0.293658,0.209001
46.500000,0.399651,0.721307,0.000006,0.296917,3,0.000019,0.708185,0.294931,0.209094,17.232208,0.989096,0.405286,0.027513,16.292177,2.083288,18.400000,4.693348,1,0.051546,-0.001036,0.012850,0.160760,0.160760,0.100000,0.294931,0.209094
46.600000,0.344038,0.710651,0.000040,0.306728,4,0.000019,0.442315,0.304192,0.209007,17.294752,0.989077,0.389262,0.027723,16.173685,1.217645,18.400000,4.686644,1,0.051546,0.000055,0.011435,0.166193,0.166193,0.100000,0.304192,0.209007
46.700000,0.302322,0.699511,0.000043,0.313516,2,0.000019,0.309628,0.311569,0.208752,17.249938,0.989090,0.373136,0.028177,16.173685,-2.658694,18.400000,4.679958,1,0.051546,0.000977,0.010390,0.171837,0.171837,0.100000,0.311569,0.208752
46.800000,0.277906,0.689257,0.000037,0.319923,2,0.000019,0.350283,0.318812,0.208354,17.209303,0.989103,0.357433,0.027245,16.173685,-1.326872,18.400000,4.672681,1,0.051546,0.001769,0.009876,0.177689,0.177689,0.100000,0.318812,0.208354
46.900000,0.261053,0.680878,0.000030,0.329603,3,0.000020,0.335186,0.328943,0.207855,17.177332,0.989113,0.345938,0.025109,16.173685,0.406554,18.400000,4.672773,1,0.051546,0.002480,0.009593,0.183743,0.183743,0.100000,0.328943,0.207855
47,0.239218,0.674910,0.000025,0.341929,3,0.000017,0.359417,0.341335,0.207303,17.141955,0.989124,0.344652,0.021795,16.173685,-0.150971,18.400000,4.676363,1,0.051546,0.003132,0.009090,0.189998,0.189998,0.100000,0.341335,0.207303
47.100000,0.203566,0.671516,0.000018,0.355029,3,0.000018,0.357884,0.354113,0.206754,17.104986,0.989135,0.348651,0.018091,16.057040,0.242305,18.400000,4.679958,1,0.051546,0.003710,0.007998,0.196448,0.196448,0.100000,0.354113,0.206754
47.200000,0.149763,0.670656,0.000007,0.365151,3,0.000018,0.309611,0.363872,0.206259,17.071331,0.989145,0.350099,0.017309,16.057040,-0.015329,18.400000,4.686644,1,0.051546,0.004172,0.006083,0.203090,0.203090,0.100000,0.363872,0.206259
47.300000,0.081224,0.672215,-0.000010,0.369929,1,0.000017,0.252813,0.368758,0.205868,17.041208,0.989155,0.359117,0.017678,16.057040,-0.482726,18.400000,4.693348,1,0.051546,0.004455,0.003410,0.209920,0.209920,0.100000,0.368758,0.205868
47.400000,-0.005641,0.676067,-0.000030,0.372491,1,0.000018,0.262595,0.371603,0.205618,17.009807,0.989164,0.369814,0.015561,16.057040,-0.567981,18.400000,4.697810,1,0.051546,0.004509,-0.000245,0.216933,0.216933,0.100000,0.371603,0.205618
47.500000,-0.123789,0.682056,-0.000043,0.376886,1,0.000017,0.231848,0.375945,0.205535,16.980696,0.989173,0.385647,0.014371,16.057040,0.097818,18.400000,4.702281,1,0.051546,0.004263,-0.005549,0.224124,0.224124,0.100000,0.375945,0.205535
47.600000,-0.273948,0.689934,-0.000041,0.380465,1,0.000017,0.273516,0.378971,0.205628,16.962165,0.989179,0.412676,0.017743,15.942206,-0.307470,18.400000,4.705895,1,0.051546,0.003601,-0.012683,0.231490,0.231490,0.100000,0.378971,0.205628
47.700000,-0.425453,0.699279,-0.000023,0.374582,2,0.000017,0.321929,0.371740,0.205888,16.946477,0.989184,0.454237,0.032805,15.942206,0.416682,18.400000,4.709515,1,0.051546,0.002395,-0.020339,0.239026,0.239026,0.100000,0.371740,0.205888
47.800000,-0.544639,0.709416,0.000021,0.348951,2,0.000017,0.576368,0.345179,0.206287,16.907674,0.989195,0.504357,0.047117,15.942206,0.484130,18.400000,4.705895,1,0.051546,0.000630,-0.026875,0.246726,0.246726,0.100000,0.345179,0.206287
47.900000,-0.639355,0.719398,0.000100,0.309092,3,0.000017,0.843368,0.305931,0.206787,16.881951,0.989203,0.531448,0.055563,15.942206,2.544391,18.400000,4.702281,1,0.051546,-0.001576,-0.032554,0.254586,0.254586,0.100000,0.305931,0.206787
48,-0.686348,0.728068,0.000206,0.284888,1,0.000020,0.652783,0.281198,0.207342,16.858066,0.989211,0.577619,0.058536,15.942206,2.669996,18.400000,4.697810,1,0.051546,-0.004131,-0.036047,0.262601,0.262601,0.100000,0.281198,0.207342
48.100000,-0.697095,0.734222,0.000293,0.279892,1,0.000019,0.398458,0.275494,0.207900,16.863752,0.989209,0.606555,0.057340,15.829384,-1.905854,18.400000,4.693348,1,0.051546,-0.006840,-0.037750,0.270767,0.270767,0.100000,0.275494,0.207900
48.200000,-0.674868,0.736856,0.000350,0.287749,2,0.000019,0.391167,0.283271,0.208409,16.855532,0.989211,0.542457,0.052123,15.829384,-2.543242,18.400000,4.686644,1,0.051546,-0.009552,-0.037668,0.279077,0.279077,0.100000,0.283271,0.208409
48.300000,-0.619216,0.735418,0.000391,0.306004,2,0.000018,0.487500,0.301848,0.208818,16.844603,0.989215,0.572915,0.043215,15.829384,-0.072918,18.400000,4.679958,1,0.051546,-0.012122,-0.035608,0.287526,0.287526,0.100000,0.301848,0.208818
48.400000,-0.535648,0.729986,0.000419,0.330366,4,0.000019,0.525103,0.326235,0.209086,16.832953,0.989218,0.564071,0.031294,15.829384,0.963336,18.400000,4.676363,1,0.051546,-0.014397,-0.031722,0.296110,0.296110,0.100000,0.326235,0.209086
48.500000,-0.438661,0.721307,0.000439,0.352301,3,0.000019,0.455145,0.347790,0.209184,16.814782,0.989224,0.543204,0.024172,15.829384,0.376027,18.400000,4.672773,1,0.051546,-0.016243,-0.026743,0.304823,0.304823,0.100000,0.347790,0.209184
48.600000,-0.355337,0.710651,0.000455,0.361143,3,0.000019,0.265679,0.356552,0.209102,16.784190,0.989233,0.525201,0.028177,15.718602,-0.699585,18.400000,4.669097,1,0.051546,-0.017594,-0.022291,0.313658,0.313658,0.100000,0.356552,0.209102
48.700000,-0.298709,0.699511,0.000473,0.358459,4,0.000019,0.284434,0.354159,0.208851,16.748483,0.989244,0.477638,0.031795,15.718602,-1.894656,18.400000,4.665426,1,0.051546,-0.018518,-0.019273,0.322612,0.322612,0.100000,0.354159,0.208851
48.800000,-0.253812,0.689257,0.000492,0.355402,4,0.000019,0.244169,0.351436,0.208461,16.724644,0.989251,0.445922,0.034467,15.718602,0.187547,18.400000,4.660733,1,0.051546,-0.019151,-0.016837,0.331677,0.331677,0.100000,0.351436,0.208461
48.900000,-0.212132,0.680878,0.000518,0.355143,1,0.000019,0.211001,0.351725,0.207974,16.692935,0.989261,0.411845,0.036851,15.718602,-0.402643,18.400000,4.665426,1,0.051546,-0.019556,-0.014461,0.340849,0.340849,0.100000,0.351725,0.207974
49,-0.181472,0.674910,0.000557,0.354574,3,0.000019,0.259355,0.351953,0.207438,16.659068,0.989271,0.371637,0.038398,15.718602,-0.331683,18.400000,4.669097,1,0.051546,-0.019748,-0.012707,0.350122,0.350122,0.100000,0.351953,0.207438
49.100000,-0.168353,0.671516,0.000611,0.352658,3,0.000019,0.286734,0.350658,0.206905,16.627218,0.989281,0.363994,0.038699,15.610030,0.483542,18.400000,4.672773,1,0.051546,-0.019789,-0.012104,0.359489,0.359489,0.100000,0.350658,0.206905
49.200000,-0.157936,0.670656,0.000665,0.350871,3,0.000019,0.253395,0.349058,0.206424,16.598616,0.989289,0.367872,0.040879,15.610030,0.273786,18.400000,4.676363,1,0.051546,-0.019778,-0.011654,0.368945,0.368945,0.100000,0.349058,0.206424
49.300000,-0.131985,0.672215,0.000708,0.349000,3,0.000019,0.207459,0.347262,0.206042,16.564415,0.989300,0.375625,0.044481,15.610030,-0.333391,18.400000,4.679958,1,0.051546,-0.019732,-0.009991,0.378483,0.378483,0.100000,0.347262,0.206042
49.400000,-0.079774,0.676067,0.000742,0.347305,2,0.000019,0.200102,0.345570,0.205797,16.532457,0.989309,0.379204,0.046344,15.610030,-0.459358,18.400000,4.686644,1,0.051546,-0.019554,-0.006192,0.388098,0.388098,0.100000,0.345570,0.205797
49.500000,0.001696,0.682056,0.000776,0.346942,2,0.000019,0.226780,0.345033,0.205713,16.509816,0.989316,0.390203,0.046510,15.610030,-0.073575,18.400000,4.693348,1,0.051546,-0.019077,0.000135,0.397784,0.397784,0.100000,0.345033,0.205713
49.600000,0.110120,0.689934,0.000813,0.348160,1,0.000020,0.265675,0.345915,0.205801,16.492344,0.989322,0.394923,0.050866,15.503560,0.266780,18.400000,4.697810,1,0.051546,-0.018112,0.008976,0.407535,0.407535,0.100000,0.345915,0.205801
49.700000,0.228858,0.699279,0.000849,0.349680,1,0.000019,0.341090,0.347068,0.206053,16.473650,0.989327,0.412945,0.053338,15.503560,0.388955,18.400000,4.702281,1,0.051546,-0.016481,0.019103,0.417344,0.417344,0.100000,0.347068,0.206053
49.800000,0.308128,0.709416,0.000873,0.349268,4,0.000019,0.466319,0.345492,0.206445,16.442528,0.989337,0.447035,0.052769,15.503560,0.754150,18.400000,4.705895,1,0.051546,-0.014111,0.026327,0.427205,0.427205,0.100000,0.345492,0.206445
49.900000,0.304200,0.719398,0.000858,0.345634,4,0.000019,0.488726,0.339408,0.206926,16.420392,0.989343,0.461501,0.067353,15.503560,1.252293,18.400000,4.702281,1,0.051546,-0.011276,0.026594,0.437112,0.437112,0.100000,0.339408,0.206926
