t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
38.400000,-0.046147,0.990669,-0.000322,0.036403,4,0.000022,11.045660,0.027496,1.348991,175.391356,0.497205,0.860249,0.017378,14.428089,48.068153,0.100000,7.469300,0.717919,transitoire,0.005143,-0.009231,1.000000,1.000000,0.001000,0.027496,1.348991
38.500000,0.103430,0.989045,-0.000851,0.080586,2,0.000022,5.851671,0.058976,1.349475,174.980580,0.500139,0.858725,0.038986,14.495139,24.248145,0.100000,7.500534,0.717742,transitoire,0.004139,0.020722,1.000000,1.000000,0.001000,0.058976,1.349475
38.600000,-0.011743,0.987842,0.000552,0.028975,2,0.000020,18.529391,0.019468,1.349009,174.896515,0.500739,0.844828,0.017346,14.384724,-51.939891,0.100000,7.505088,0.718077,transitoire,0.005608,-0.002351,1.000000,1.000000,0.001000,0.019468,1.349009
38.700000,0.055466,0.987566,-0.000095,0.103462,2,0.000021,5.873868,0.076826,1.347662,174.623816,0.502687,0.835305,0.045201,14.546860,126.777203,0.100000,7.509647,0.716256,transitoire,0.005138,0.011134,1.000000,1.000000,0.001000,0.076826,1.347662
38.800000,-0.021431,0.988351,0.000287,0.050042,2,0.000020,12.449071,0.036650,1.345528,173.819374,0.508432,0.829548,0.028149,14.546860,-126.555234,0.100000,7.524368,0.716420,transitoire,0.005781,-0.004287,1.000000,1.000000,0.001000,0.036650,1.345528
38.900000,0.149911,0.989907,-0.001221,0.084499,4,0.000023,8.493052,0.052535,1.342873,173.297229,0.512160,0.829012,0.032256,14.629775,65.752034,0.100000,7.539146,0.716505,transitoire,0.005146,0.030017,1.000000,1.000000,0.001000,0.052535,1.342873
39,0.037491,0.991674,-0.000405,0.065045,4,0.000022,10.496697,0.047824,1.339979,173.325634,0.511957,0.812654,0.034333,14.661009,-39.560197,0.100000,7.524368,0.717019,transitoire,0.007317,0.007502,1.000000,1.000000,0.001000,0.047824,1.339979
39.100000,0.095704,0.993071,0.000412,0.071725,4,0.000022,8.381839,0.046271,1.337003,172.976470,0.514450,0.835300,0.021067,14.608296,20.036448,0.100000,7.539146,0.716376,transitoire,0.007558,0.019154,1.000000,1.000000,0.001000,0.046271,1.337003
39.200000,0.036661,0.993711,-0.001690,0.074642,4,0.000022,6.033173,0.066284,1.334428,172.086921,0.520796,0.808763,0.035604,14.637096,-21.148581,0.100000,7.561056,0.716249,transitoire,0.008729,0.007336,1.000000,1.000000,0.001000,0.066284,1.334428
39.300000,0.103691,0.993500,0.000849,0.048774,4,0.000022,19.334482,0.022587,1.332331,171.558316,0.524564,0.828433,0.026047,14.637096,-23.486656,0.100000,7.583093,0.715026,transitoire,0.008886,0.020769,1.000000,1.000000,0.001000,0.022587,1.332331
39.400000,0.068709,0.992622,-0.001391,0.070636,4,0.000022,6.701323,0.061956,1.331049,171.164943,0.527366,0.828689,0.051680,14.804524,133.013092,0.100000,7.617873,0.714637,transitoire,0.010122,0.013758,1.000000,1.000000,0.001000,0.061956,1.331049
39.500000,-0.010740,0.991442,0.001436,0.020736,3,0.000022,35.325594,0.009821,1.330546,170.679776,0.530820,0.830995,0.012877,14.810065,-126.331594,0.100000,7.652974,0.714745,transitoire,0.010729,-0.002148,1.000000,1.000000,0.001000,0.009821,1.330546
39.600000,-0.110575,0.990387,0.000756,0.079850,2,0.000022,5.306982,0.065424,1.331001,170.266863,0.533757,0.818205,0.032144,15.066509,286.242716,0.100000,7.664671,0.713776,transitoire,0.010019,-0.022125,1.000000,1.000000,0.017293,0.065424,1.331001
39.700000,-0.034847,0.989817,-0.000097,0.021098,2,0.000023,19.364967,0.013429,1.332333,169.852314,0.536703,0.826520,0.016014,15.066509,-300.186121,0.100000,7.676404,0.714383,transitoire,0.007728,-0.006974,1.000000,1.000000,0.037621,0.013429,1.332333
39.800000,0.068634,0.989924,0.000737,0.115372,2,0.000023,5.262995,0.091192,1.334379,169.789560,0.537149,0.823216,0.065605,15.230045,140.579846,0.100000,7.679054,0.714127,transitoire,0.006778,0.013921,1.000000,1.000000,0.058247,0.091192,1.334379
39.900000,0.096384,0.990647,-0.000386,0.046668,2,0.000022,25.936685,0.021488,1.336922,169.289460,0.540699,0.829978,0.026519,15.230045,-141.019719,0.100000,7.681705,0.713890,transitoire,0.007565,0.019301,1.000000,1.000000,0.079073,0.021488,1.336922
40,0.088991,0.991674,0.000081,0.082894,4,0.000032,6.490430,0.068398,1.339953,168.876196,0.543630,0.827460,0.036189,15.474117,206.736898,0.100000,7.725491,0.714232,transitoire,0.008748,0.017814,1.000000,1.000000,0.100000,0.068398,1.339953
40.100000,-0.031396,0.992522,0.001093,0.041517,4,0.000023,11.812151,0.028003,1.342892,168.475695,0.546468,0.827210,0.031740,15.363207,-194.462551,0.100000,7.769779,0.714254,transitoire,0.009752,-0.006288,1.000000,1.000000,0.120927,0.028003,1.342892
40.200000,0.067174,0.992728,-0.000515,0.051837,2,0.000020,8.089447,0.039054,1.345502,168.304112,0.547682,0.825136,0.031377,15.428908,53.217208,0.100000,7.825934,0.713439,transitoire,0.008756,0.013437,1.000000,1.000000,0.141753,0.039054,1.345502
40.300000,0.193776,0.992063,-0.001162,0.063017,3,0.000020,9.861560,0.039723,1.347628,168.165394,0.548664,0.829646,0.047351,15.447181,-37.227031,0.100000,7.882906,0.713656,transitoire,0.009405,0.038817,1.000000,1.000000,0.162379,0.039723,1.347628
40.400000,0.147268,0.990669,0.001014,0.059372,3,0.000022,9.413824,0.044547,1.348982,167.604092,0.552632,0.863810,0.026814,15.486471,17.721122,0.100000,7.825934,0.714343,transitoire,0.012075,0.029467,1.000000,1.000000,0.182707,0.044547,1.348982
40.500000,-0.012016,0.989045,0.000284,0.102458,2,0.000022,6.817199,0.069260,1.349436,167.426491,0.553886,0.862718,0.039891,15.519958,-4.477356,0.100000,7.769779,0.715138,transitoire,0.013855,-0.002403,1.000000,1.000000,0.202643,0.069260,1.349436
40.600000,-0.003119,0.987842,0.000153,0.035537,2,0.000022,20.428088,0.022448,1.348973,167.280959,0.554914,0.862822,0.024948,15.413827,-25.966245,0.100000,7.825934,0.715141,transitoire,0.012968,-0.000629,1.000000,1.000000,0.222096,0.022448,1.348973
40.700000,-0.067695,0.987566,-0.001140,0.069757,2,0.000022,6.769394,0.055026,1.347602,166.881862,0.557728,0.857897,0.025813,15.580700,136.108881,0.100000,7.882906,0.714983,transitoire,0.012269,-0.013544,1.000000,1.000000,0.240981,0.055026,1.347602
40.800000,-0.094164,0.988351,-0.001171,0.062784,4,0.000022,8.613050,0.045614,1.345521,166.290951,0.561888,0.857888,0.029408,15.580700,-136.586936,0.100000,7.901391,0.714975,transitoire,0.010560,-0.018849,1.000000,1.000000,0.259218,0.045614,1.345521
40.900000,0.187893,0.989907,-0.000430,0.092587,2,0.000024,7.479447,0.064504,1.342830,165.865361,0.564880,0.856043,0.044655,15.603087,18.436559,0.100000,7.919963,0.715403,transitoire,0.008507,0.037636,1.000000,1.000000,0.276734,0.064504,1.342830
41,-0.158816,0.991674,-0.000675,0.098227,4,0.000022,9.973878,0.059376,1.339947,166.826786,0.558116,0.850571,0.042923,15.611163,-11.336030,0.100000,7.901391,0.716226,transitoire,0.011126,-0.031797,1.000000,1.000000,0.293459,0.059376,1.339947
41.100000,0.098141,0.993071,0.001021,0.046305,4,0.000022,13.111933,0.034015,1.337009,168.957015,0.543057,0.840764,0.027135,15.543244,24.944312,0.100000,7.882906,0.716995,transitoire,0.007997,0.019640,1.000000,1.000000,0.309334,0.034015,1.337009
41.200000,-0.129696,0.993711,-0.000019,0.116003,4,0.000022,6.824062,0.072572,1.334411,167.687057,0.552046,0.839350,0.035157,15.618872,31.380552,0.100000,7.901391,0.717576,transitoire,0.009186,-0.025970,1.000000,1.000000,0.324303,0.072572,1.334411
41.300000,-0.129072,0.993500,0.001169,0.076866,4,0.000022,10.864941,0.055140,1.332383,166.209690,0.562460,0.839664,0.038219,15.618872,-62.878710,0.100000,7.882906,0.717662,transitoire,0.006626,-0.025903,1.000000,1.000000,0.338318,0.055140,1.332383
41.400000,0.100286,0.992622,0.000615,0.121555,4,0.000022,6.977559,0.088690,1.331013,164.538728,0.574172,0.873667,0.063890,15.667288,40.408784,0.100000,7.825934,0.717922,transitoire,0.004199,0.020295,1.000000,1.000000,0.351335,0.088690,1.331013
41.500000,-0.046773,0.991442,0.001700,0.113052,1,0.000022,8.934450,0.071292,1.330554,164.906645,0.571600,0.873473,0.023814,15.667510,-38.873820,0.100000,7.882906,0.717904,transitoire,0.005631,-0.009361,1.000000,1.000000,0.363320,0.071292,1.330554
41.600000,-0.111923,0.990387,0.002095,0.083928,1,0.000022,8.589253,0.065657,1.331017,164.898352,0.571658,0.874372,0.044211,15.587354,19.568914,0.100000,7.901391,0.718023,transitoire,0.004592,-0.022435,1.000000,1.000000,0.374240,0.065657,1.331017
41.700000,0.287661,0.989817,0.000550,0.099710,1,0.000023,8.254322,0.060053,1.332348,163.646060,0.580396,0.896629,0.058264,15.606541,-3.451966,0.100000,7.883981,0.718250,transitoire,0.002548,0.057849,1.000000,1.000000,0.384069,0.060053,1.332348
41.800000,0.292261,0.989924,-0.002235,0.134170,4,0.000022,8.505786,0.083945,1.334358,166.048055,0.563596,0.899244,0.064287,15.621024,-3.349314,0.100000,7.883444,0.719586,transitoire,0.007100,0.058654,1.000000,1.000000,0.392784,0.083945,1.334358
41.900000,-0.063293,0.990647,-0.002926,0.078906,4,0.000023,12.225056,0.057258,1.337049,164.507294,0.574392,0.897046,0.064459,15.637612,2.514636,0.100000,7.882906,0.719958,transitoire,0.011490,-0.012708,1.000000,1.000000,0.400369,0.057258,1.337049
42,0.038143,0.991674,0.003774,0.051511,1,0.000044,13.922209,0.032126,1.339954,166.340886,0.561537,0.898857,0.029570,15.697659,37.192703,0.100000,7.883444,0.720110,transitoire,0.009888,0.007636,1.000000,1.000000,0.406809,0.032126,1.339954
42.100000,0.253652,0.992522,0.000419,0.129923,1,0.000024,6.791473,0.090209,1.342858,165.676469,0.566206,0.898926,0.053133,15.676771,16.971528,0.100000,7.883981,0.719653,transitoire,0.010011,0.050988,1.000000,1.000000,0.412092,0.090209,1.342858
42.200000,0.107253,0.992728,0.000619,0.064225,1,0.000022,10.720538,0.049354,1.345483,165.024665,0.570774,0.903658,0.024562,15.676771,-71.307361,0.100000,7.883444,0.720900,transitoire,0.013636,0.021458,1.000000,1.000000,0.416209,0.049354,1.345483
42.300000,-0.060620,0.992063,-0.002627,0.132643,2,0.000022,6.252820,0.081915,1.347726,165.341967,0.568552,0.903080,0.026820,15.718408,39.290659,0.100000,7.883981,0.720631,transitoire,0.014690,-0.012131,1.000000,1.000000,0.419154,0.081915,1.347726
42.400000,-0.253730,0.990669,0.001552,0.090995,2,0.000022,5.943318,0.066645,1.348993,164.464822,0.574688,0.900875,0.063817,15.718408,-44.677187,0.100000,7.901931,0.719970,transitoire,0.012974,-0.050843,1.000000,1.000000,0.420923,0.066645,1.348993
42.500000,-0.038224,0.989045,-0.000272,0.057988,2,0.000024,14.252618,0.035878,1.349456,164.116938,0.577116,0.901593,0.032653,15.718408,-3.095016,0.100000,7.883981,0.721414,transitoire,0.008212,-0.007675,1.000000,1.000000,0.421513,0.035878,1.349456
42.600000,-0.155465,0.987842,0.000674,0.119453,2,0.000024,6.978242,0.089553,1.349109,165.783491,0.565454,0.908832,0.089276,15.701364,83.092998,0.100000,7.901931,0.720536,transitoire,0.007180,-0.031342,1.000000,1.000000,0.420923,0.089553,1.349109
42.700000,-0.033441,0.987566,0.001805,0.106165,1,0.000022,13.097831,0.055045,1.347505,164.556366,0.574049,0.929183,0.020356,15.701364,-72.743761,0.100000,7.883981,0.721072,transitoire,0.004286,-0.006693,1.000000,1.000000,0.419154,0.055045,1.347505
42.800000,-0.025387,0.988351,0.003050,0.149980,2,0.000024,3.298629,0.112506,1.345511,163.795132,0.579358,0.907936,0.057217,15.769371,61.195896,0.100000,7.901931,0.719811,transitoire,0.003530,-0.005115,1.000000,1.000000,0.416209,0.112506,1.345511
42.900000,-0.112968,0.989907,-0.000651,0.087595,1,0.000022,10.340284,0.067697,1.342964,163.127851,0.583997,0.902950,0.049409,15.769371,-97.992027,0.100000,7.919963,0.719495,transitoire,0.002940,-0.022634,1.000000,1.000000,0.412092,0.067697,1.342964
43,0.114266,0.991674,-0.000976,0.049963,0,0.000023,16.178686,0.030290,1.339918,162.871047,0.585779,0.895797,0.029277,15.802636,70.416554,0.100000,7.901931,0.719977,transitoire,0.000962,0.022868,1.000000,1.000000,0.406809,0.030290,1.339918
43.100000,-0.219375,0.993071,-0.002209,0.114445,4,0.000022,6.910539,0.079599,1.337009,163.289206,0.582877,0.894980,0.084974,15.806959,58.384022,0.100000,7.883981,0.720061,transitoire,0.002764,-0.044206,1.000000,1.000000,0.400369,0.079599,1.337009
43.200000,0.133741,0.993711,-0.001030,0.051428,4,0.000022,18.251799,0.030055,1.334352,164.681593,0.573174,0.912014,0.029693,15.806959,-92.681471,0.100000,7.883444,0.721244,transitoire,-0.000951,0.026782,1.000000,1.000000,0.392784,0.030055,1.334352
43.300000,-0.086582,0.993500,-0.004762,0.108834,3,0.000022,6.297058,0.086926,1.332257,165.239706,0.569268,0.900251,0.066950,15.930503,113.412598,0.100000,7.882906,0.721864,transitoire,0.001263,-0.017362,1.000000,1.000000,0.384069,0.086926,1.332257
43.400000,0.236904,0.992622,-0.000700,0.146961,2,0.000022,9.271625,0.092927,1.330731,163.480132,0.581550,0.902689,0.050564,15.930503,-119.547412,0.100000,7.883444,0.722298,transitoire,-0.000204,0.047517,1,1,0.374240,0.092927,1.330731
43.500000,0.212015,0.991442,-0.004318,0.084230,2,0.000022,12.642478,0.060806,1.330488,162.995768,0.584914,0.906981,0.052528,15.950757,29.745672,0.100000,7.882906,0.723431,transitoire,0.003650,0.042471,1,1,0.363320,0.060806,1.330488
43.600000,0.263666,0.990387,-0.002152,0.122070,2,0.000022,10.506380,0.054973,1.331130,161.326467,0.596445,0.897968,0.065330,15.913163,33.708532,0.100000,7.846796,0.724075,transitoire,0.006903,0.053371,1,1,0.351335,0.054973,1.331130
43.700000,-0.141385,0.989817,0.001645,0.099243,2,0.000022,8.675649,0.073814,1.332085,160.326374,0.603303,0.852790,0.041013,15.945482,-21.360982,0.100000,7.811015,0.725569,transitoire,0.010876,-0.028323,1,1,0.338318,0.073814,1.332085
43.800000,-0.163054,0.989924,-0.000519,0.072477,4,0.000022,6.256152,0.038593,1.334300,162.655025,0.587275,0.860626,0.048799,15.956997,-18.307307,0.100000,7.790342,0.726078,transitoire,0.008041,-0.032751,1,1,0.324303,0.038593,1.334300
43.900000,-0.133418,0.990647,-0.001141,0.044523,3,0.000022,10.553465,0.029428,1.337016,161.380150,0.596075,0.860580,0.035263,15.956997,-24.194975,0.100000,7.769779,0.726917,transitoire,0.004989,-0.026711,1,1,0.309334,0.029428,1.337016
44,0.173097,0.991674,-0.001884,0.060394,3,0.000022,6.313970,0.041322,1.339935,160.577828,0.601582,0.849653,0.049190,15.987318,42.973136,0.100000,7.745964,0.726819,transitoire,0.002579,0.034685,1,1,0.293459,0.041322,1.339935
44.100000,-0.018324,0.992522,0.000515,0.054975,3,0.000022,9.943738,0.036018,1.342902,161.635161,0.594320,0.855455,0.034266,15.896283,-42.394955,0.100000,7.722294,0.727622,transitoire,0.005256,-0.003672,1,1,0.276734,0.036018,1.342902
44.200000,-0.064250,0.992728,0.002158,0.079274,3,0.000022,8.758041,0.047753,1.345466,162.469798,0.588558,0.856310,0.054858,15.919412,36.297685,0.100000,7.745964,0.727164,transitoire,0.004696,-0.012917,1,1,0.259218,0.047753,1.345466
44.300000,0.000516,0.992063,0.000860,0.039382,3,0.000022,14.134508,0.026042,1.347618,160.623558,0.601269,0.843382,0.019547,15.926925,-11.856976,0.100000,7.769779,0.727327,transitoire,0.003416,0.000102,1,1,0.240981,0.026042,1.347618
44.400000,0.178969,0.990669,-0.000620,0.096195,4,0.000022,6.030711,0.074552,1.348988,160.353406,0.603118,0.829812,0.042938,15.993967,53.764675,0.100000,7.790342,0.726717,transitoire,0.003254,0.035843,1,1,0.222096,0.074552,1.348988
44.500000,0.137179,0.989045,-0.000267,0.074846,1,0.000023,6.182008,0.052570,1.349462,160.290960,0.603545,0.841915,0.060048,15.993967,-81.037976,0.100000,7.769779,0.727369,transitoire,0.005991,0.027540,1,1,0.202643,0.052570,1.349462
44.600000,-0.134003,0.987842,-0.000560,0.062174,4,0.000022,14.213773,0.028532,1.349160,160.141613,0.604566,0.850807,0.034991,15.907009,1.512969,0.100000,7.745964,0.728117,transitoire,0.007919,-0.026877,1,1,0.182707,0.028532,1.349160
44.700000,-0.155611,0.987566,0.001521,0.108073,4,0.000023,6.667085,0.081445,1.347562,160.729284,0.600545,0.850748,0.075521,15.974187,80.317655,0.100000,7.722294,0.728256,transitoire,0.005349,-0.031228,1,1,0.162379,0.081445,1.347562
44.800000,-0.039690,0.988351,-0.001578,0.028014,4,0.000023,35.182637,0.013249,1.345514,160.145386,0.604540,0.840886,0.013300,15.974187,-75.466884,0.100000,7.701946,0.728970,transitoire,0.002555,-0.007939,1,1,0.141753,0.013249,1.345514
44.900000,-0.291673,0.989907,-0.002514,0.118895,2,0.000022,5.357062,0.089740,1.342841,160.058939,0.605130,0.843478,0.074116,16.274142,285.155522,0.100000,7.722294,0.728799,transitoire,0.001785,-0.058588,1,1,0.120927,0.089740,1.342841
45,0.012220,0.991674,-0.000398,0.034505,2,0.000022,22.336513,0.021124,1.339942,160.494312,0.602154,0.871647,0.021647,16.274142,-298.255748,0.100000,7.701946,0.729953,transitoire,-0.003044,0.002445,1,1,0.100000,0.021124,1.339942
45.100000,-0.028996,0.993071,-0.001926,0.074137,2,0.000022,5.561850,0.058236,1.337044,161.370549,0.596141,0.870732,0.043606,16.340762,169.794510,0.100000,7.722294,0.729499,transitoire,-0.002694,-0.005788,1,1,0.079073,0.058236,1.337044
45.200000,0.042044,0.993711,0.000399,0.036305,2,0.000022,16.004556,0.021803,1.334346,159.451671,0.609268,0.870775,0.031278,16.340762,-167.746635,0.100000,7.745964,0.729485,transitoire,-0.003028,0.008423,1,1,0.058247,0.021803,1.334346
45.300000,0.024548,0.993500,-0.000616,0.091536,2,0.000022,5.942538,0.066752,1.332404,158.508125,0.615667,0.871303,0.066593,16.425929,104.427063,0.100000,7.769779,0.729337,transitoire,-0.002195,0.005081,1,1,0.037621,0.066752,1.332404
45.400000,0.062412,0.992622,0.001132,0.054419,2,0.000022,14.115755,0.033205,1.330905,158.179115,0.617889,0.897513,0.029047,16.425929,-100.620177,0.100000,7.790342,0.728336,transitoire,-0.001674,0.012500,1,1,0.017293,0.033205,1.330905
45.500000,0.136235,0.991442,-0.000645,0.089643,2,0.000022,5.715778,0.073009,1.330616,157.800227,0.620441,0.900117,0.054339,16.488939,81.732167,0.100000,7.811015,0.727834,transitoire,-0.000579,0.027362,1,1,0.001000,0.073009,1.330616
45.600000,0.038666,0.990387,0.001094,0.074750,2,0.000022,9.071230,0.051383,1.331075,157.470427,0.622658,0.892740,0.057675,16.400819,-83.999770,0.100000,7.790342,0.728569,transitoire,0.001663,0.007747,1,1,0.001000,0.051383,1.331075
45.700000,0.009877,0.989817,0.000478,0.064767,1,0.000022,9.622620,0.045576,1.332198,157.388084,0.623210,0.895914,0.016736,16.408312,33.554519,0.100000,7.811015,0.728779,transitoire,0.002207,0.001977,1,1,0.001000,0.045576,1.332198
45.800000,0.074071,0.989924,-0.002464,0.100666,4,0.000022,3.572543,0.097411,1.334382,156.861295,0.626738,0.888957,0.078424,16.421548,5.513899,0.100000,7.846796,0.728437,transitoire,0.002257,0.014846,1,1,0.001000,0.097411,1.334382
45.900000,0.029169,0.990647,-0.000390,0.021202,4,0.000022,41.712187,0.010429,1.337025,156.632103,0.628269,0.892863,0.017793,16.421548,-60.500769,0.100000,7.882906,0.728319,transitoire,0.003345,0.005835,1,1,0.001000,0.010429,1.337025
46,0.127416,0.991674,0.002803,0.115181,2,0.000022,4.783420,0.107945,1.339921,156.271338,0.630673,0.900588,0.065499,16.783208,381.396444,0.100000,7.883444,0.727380,transitoire,0.003650,0.025482,1,1,0.001000,0.107945,1.339921
46.100000,0.148626,0.992522,-0.000361,0.053960,2,0.000022,11.747112,0.033441,1.342920,156.000118,0.632476,0.899284,0.032519,16.693490,-369.287673,0.100000,7.882906,0.727194,transitoire,0.005529,0.029758,1,1,0.001000,0.033441,1.342920
46.200000,0.124340,0.992728,-0.001371,0.107528,4,0.000022,5.719071,0.089226,1.345441,155.555765,0.635422,0.903813,0.067320,16.729056,69.636917,0.100000,7.846796,0.727493,transitoire,0.007660,0.024899,1,1,0.001000,0.089226,1.345441
46.300000,-0.076071,0.992063,-0.001844,0.053770,2,0.000022,14.038302,0.036340,1.347570,155.241106,0.637502,0.908750,0.031619,16.729056,-60.280408,0.100000,7.811015,0.727461,transitoire,0.009291,-0.015259,1,1,0.001000,0.036340,1.347570
46.400000,-0.250976,0.990669,0.002023,0.113852,2,0.000022,5.261142,0.097339,1.349075,155.394378,0.636490,0.906188,0.057866,16.788866,83.192310,0.100000,7.846796,0.727147,transitoire,0.007592,-0.050274,1,1,0.001000,0.097339,1.349075
46.500000,-0.019971,0.989045,0.000831,0.069408,4,0.000022,9.052575,0.052921,1.349401,154.893025,0.639797,0.850010,0.016035,16.788866,-87.771597,0.100000,7.811015,0.728039,transitoire,0.003145,-0.003996,1,1,0.001000,0.052921,1.349401
46.600000,0.257757,0.987842,-0.002510,0.127777,4,0.000022,3.210694,0.119956,1.349032,156.462445,0.629400,0.854179,0.064963,16.706566,37.914327,0.100000,7.846796,0.727880,transitoire,0.002665,0.051606,1,1,0.001000,0.119956,1.349032
46.700000,0.012844,0.987566,0.000471,0.056459,4,0.000022,8.316876,0.045348,1.347656,155.699659,0.634469,0.847816,0.018194,16.706566,-58.418803,0.100000,7.811015,0.728743,transitoire,0.006706,0.002566,1,1,0.001000,0.045348,1.347656
46.800000,0.012929,0.988351,0.001337,0.128781,4,0.000022,3.195833,0.119852,1.345555,157.811102,0.620368,0.886708,0.080217,16.706566,51.061817,0.100000,7.846796,0.727117,transitoire,0.006579,0.002614,1,1,0.001000,0.119852,1.345555
46.900000,-0.064342,0.989907,0.000366,0.032824,2,0.000022,15.983544,0.029446,1.342864,155.774219,0.633975,0.888368,0.021270,16.706566,-51.210431,0.100000,7.882906,0.725462,transitoire,0.006461,-0.012871,1,1,0.001000,0.029446,1.342864
47,-0.080220,0.991674,-0.000988,0.121716,2,0.000022,3.746945,0.116491,1.339963,155.180577,0.637902,0.888285,0.060477,16.786252,127.877108,0.100000,7.883444,0.725469,transitoire,0.005097,-0.016093,1,1,0.001000,0.116491,1.339963
47.100000,-0.038980,0.993071,0.000315,0.072463,2,0.000022,4.892077,0.061378,1.337055,154.862235,0.640000,0.896232,0.013355,16.698955,-122.365989,0.100000,7.883981,0.725718,transitoire,0.003540,-0.007797,1,1,0.001000,0.061378,1.337055
47.200000,0.145915,0.993711,-0.001346,0.129953,2,0.000022,2.915816,0.123505,1.334350,154.583360,0.641834,0.890348,0.054849,16.698955,11.451318,0.100000,7.901931,0.724445,transitoire,0.002732,0.029240,1,1,0.001000,0.123505,1.334350
47.300000,-0.040238,0.993500,-0.000812,0.084704,2,0.000022,3.429541,0.073325,1.332293,154.597053,0.641744,0.893271,0.037145,16.698955,-19.762609,0.100000,7.883981,0.724674,transitoire,0.004961,-0.008058,1,1,0.001000,0.073325,1.332293
47.400000,0.065039,0.992622,-0.002582,0.112845,2,0.000022,2.721592,0.103675,1.330867,155.203576,0.637750,0.893761,0.076942,16.698955,5.137251,0.100000,7.901931,0.724554,transitoire,0.004061,0.013141,1,1,0.001000,0.103675,1.330867
47.500000,-0.102284,0.991442,-0.002465,0.068124,2,0.000022,4.052931,0.059465,1.330499,154.313158,0.643607,0.902644,0.046328,16.698955,-7.079487,0.100000,7.919963,0.723434,transitoire,0.004921,-0.020492,1,1,0.001000,0.059465,1.330499
47.600000,0.310835,0.990387,-0.002914,0.113450,2,0.000023,3.761492,0.097571,1.331005,153.962595,0.645901,0.895817,0.079937,16.613298,13.313389,0.100000,7.929971,0.723814,transitoire,0.003017,0.062293,1,1,0.001000,0.097571,1.331005
47.700000,-0.006701,0.989817,-0.000672,0.070886,4,0.000022,5.701007,0.060981,1.332421,156.094316,0.631850,0.844003,0.043151,16.613298,-2.914392,0.100000,7.919963,0.724736,transitoire,0.007906,-0.001349,1,1,0.001000,0.060981,1.332421
47.800000,-0.110684,0.989924,0.002101,0.101937,4,0.000022,2.318683,0.097775,1.334413,156.815720,0.627043,0.843538,0.051551,16.613298,19.395154,0.100000,7.929971,0.724577,transitoire,0.007402,-0.022180,1,1,0.001000,0.097775,1.334413
47.900000,0.079449,0.990647,0.000296,0.094141,2,0.000022,1.343070,0.087450,1.336927,153.639751,0.648008,0.843809,0.040367,16.613298,-33.823248,0.100000,7.940004,0.725083,chronique,0.005237,0.015905,1,1,0.001000,0.087450,1.336927
48,0.109989,0.991674,-0.002287,0.110208,2,0.000022,2.136881,0.103672,1.339859,154.247020,0.644040,0.857038,0.083116,16.613298,-9.756125,0.100000,7.949136,0.724884,transitoire,0.006262,0.022142,1,1,0.001000,0.103672,1.339859
48.100000,-0.025048,0.992522,-0.000652,0.079794,2,0.000022,5.501670,0.063321,1.342858,153.313461,0.650131,0.857056,0.042460,16.529032,7.938113,0.100000,7.958289,0.724859,transitoire,0.007740,-0.005015,1,1,0.001000,0.063321,1.342858
48.200000,-0.292612,0.992728,0.001531,0.115171,2,0.000022,2.668445,0.108929,1.345639,153.362713,0.649811,0.850170,0.074759,16.529032,33.647887,0.100000,7.965233,0.723706,transitoire,0.006947,-0.058754,1,1,0.001000,0.108929,1.345639
48.300000,0.145564,0.992063,0.001691,0.095668,2,0.000022,3.577919,0.078221,1.347575,153.422646,0.649421,0.806364,0.048545,16.529032,-28.332254,0.100000,7.958289,0.724649,transitoire,0.001847,0.029172,1,1,0.001000,0.078221,1.347575
48.400000,0.091837,0.990669,-0.001098,0.106266,2,0.000022,3.979177,0.096861,1.348945,157.545979,0.622151,0.824680,0.060562,16.529032,9.094743,0.100000,7.949136,0.724999,transitoire,0.004115,0.018414,1,1,0.001000,0.096861,1.348945
48.500000,0.102906,0.989045,-0.000005,0.096921,1,0.000022,2.617782,0.091106,1.349591,154.705716,0.641030,0.842040,0.062651,16.529032,4.012581,0.100000,7.958289,0.724138,transitoire,0.005398,0.020588,1,1,0.001000,0.091106,1.349591
48.600000,0.129756,0.987842,0.000228,0.084804,1,0.000022,2.254400,0.081908,1.349054,153.293477,0.650261,0.846633,0.060542,16.446133,-13.613956,0.100000,7.965233,0.723491,transitoire,0.006794,0.025990,1,1,0.001000,0.081908,1.349054
48.700000,0.006794,0.987566,0.002015,0.095084,1,0.000022,1.407944,0.092385,1.347701,152.955983,0.652451,0.843747,0.075094,16.446133,-3.633819,0.100000,7.958289,0.722696,chronique,0.008557,0.001328,1,1,0.001000,0.092385,1.347701
48.800000,0.013688,0.988351,0.001035,0.092129,4,0.000022,2.232754,0.084770,1.345513,152.850139,0.653136,0.832811,0.041278,16.446133,-8.464553,0.100000,7.965233,0.721896,transitoire,0.008237,0.002732,1,1,0.001000,0.084770,1.345513
