t,S(t),C(t),A_spiral(t),E(t),L(t),cpu_step(t),effort(t),A_mean(t),f_mean(t),variance_d2S,fluidity,entropy_S,mean_abs_error,mean_high_effort,d_effort_dt,t_retour,max_median_ratio,continuous_resilience,effort_status,En_mean(t),On_mean(t),gamma,gamma_mean(t),In_mean(t),An_mean(t),fn_mean(t)
0,-0.000004,0.991674,0,0.001002,0,0.000027,0,0.000457,1.339942,0,1,0.100000,0.493788,0,0,0,1,1,stable,0.493788,-0.000000,0.300000,0.300000,0.100000,0.000457,1.339942
0.100000,0.001825,0.992522,0,0.001655,0,0.000023,0.165103,0.000765,1.342872,0,1,0.100000,0.468988,0.165103,0,0,1,1,stable,0.469099,0.000111,0.300000,0.300000,0.120927,0.000765,1.342872
0.200000,0.005050,0.992728,-0.000000,0.002592,0,0.000022,0.239043,0.001224,1.345525,0,1,0.100000,0.445347,0.239043,1.651030,0,1,1,stable,0.445653,0.000306,0.300000,0.300000,0.141753,0.001224,1.345525
0.300000,0.008556,0.992063,-0.000006,0.003863,0,0.000022,0.333385,0.001875,1.347639,0.000000,0.993307,0.100000,0.422877,0.333385,0.739401,0,1,1,stable,0.423395,0.000518,0.300000,0.300000,0.162379,0.001875,1.347639
0.400000,0.010132,0.990669,-0.000016,0.005495,0,0.000022,0.447637,0.002760,1.348999,0.000595,0.993307,0.100000,0.401656,0.447637,0.943418,0,1,1,stable,0.402267,0.000611,0.300000,0.300000,0.182707,0.002760,1.348999
0.500000,0.008888,0.989045,-0.000030,0.007456,0,0.000022,0.572690,0.003902,1.349468,0.005560,0.993306,0.100000,0.381668,0.572690,1.142519,0,1,1,stable,0.382203,0.000535,0.300000,0.300000,0.202643,0.003902,1.349468
0.600000,0.006627,0.987842,-0.000045,0.009653,0,0.000022,0.705324,0.005309,1.348999,0.012075,0.993305,0.100000,0.362737,0.705324,1.250531,0,1,1,stable,0.363136,0.000399,0.300000,0.300000,0.222096,0.005309,1.348999
0.700000,0.003712,0.987566,-0.000048,0.012008,0,0.000021,0.861440,0.007022,1.347639,0.010992,0.993305,0.100000,0.344786,0.861440,1.326346,0,1,1,stable,0.345012,0.000226,0.300000,0.300000,0.240981,0.007022,1.347639
0.800000,-0.005349,0.988351,-0.000020,0.014553,0,0.000021,1.059950,0.009126,1.345525,0.009984,0.993305,0.100000,0.328100,1.059950,1.561155,0,1,1,stable,0.327779,-0.000320,0.300000,0.300000,0.259218,0.009126,1.345525
0.900000,-0.026050,0.989907,0.000034,0.017343,3,0.000022,1.087276,0.011632,1.342872,0.020376,0.993303,0.100000,0.312935,1.087276,1.985098,0,1,1,stable,0.311365,-0.001571,0.300000,0.300000,0.276734,0.011632,1.342872
1,-0.047979,0.991674,0.000078,0.020304,3,0.000023,0.990213,0.014466,1.339943,0.077441,0.993292,0.644666,0.298568,1.073613,0.273263,0,4.350401,1,stable,0.295669,-0.002899,0.300000,0.300000,0.293459,0.014466,1.339943
1.100000,-0.053579,0.993071,0.000066,0.023777,1,0.000022,0.981052,0.017948,1.337026,0.066181,0.993295,0.651169,0.283890,1.045813,-0.970627,0,7.239894,1,stable,0.280651,-0.003239,0.300000,0.300000,0.309334,0.017948,1.337026
1.200000,-0.034997,0.993711,0.000027,0.028606,3,0.000022,1.060950,0.022726,1.334405,0.199244,0.993269,0.504243,0.268473,1.045813,-0.091616,0,7.057572,1,stable,0.266357,-0.002116,0.300000,0.300000,0.324303,0.022726,1.334405
1.300000,-0.003180,0.993500,0.000051,0.035353,3,0.000022,1.106390,0.029125,1.332333,0.516380,0.993208,0.340797,0.253070,1.069392,0.798989,0,6.261856,1,stable,0.252868,-0.000203,0.300000,0.300000,0.338318,0.029125,1.332333
1.400000,-0.010339,0.992622,0.000204,0.043450,3,0.000022,1.044657,0.036771,1.331009,0.576845,0.993197,0.340303,0.240847,1.084872,0.454397,0,7.057572,1,stable,0.240208,-0.000639,0.300000,0.300000,0.351335,0.036771,1.331009
1.500000,-0.067848,0.991442,0.000412,0.049887,0,0.000023,0.788438,0.043637,1.330552,0.874573,0.993139,0.397062,0.232269,1.084872,-0.617326,0,6.261856,1,stable,0.228146,-0.004124,0.300000,0.300000,0.363320,0.043637,1.330552
1.600000,-0.035281,0.990387,0.000350,0.054660,1,0.000023,0.749389,0.049250,1.330998,1.908270,0.992935,0.684898,0.218579,1.078642,-2.562199,0,7.778822,1,stable,0.216405,-0.002174,0.300000,0.300000,0.374240,0.049250,1.330998
1.700000,0.126335,0.989817,-0.000140,0.063945,1,0.000023,0.826833,0.058938,1.332313,2.697968,0.992775,0.608417,0.197823,1.078642,-0.390487,0,7.633783,1,stable,0.205409,0.007586,0.300000,0.300000,0.384069,0.058938,1.332313
1.800000,0.281481,0.989924,-0.000540,0.079294,1,0.000022,1.066981,0.074780,1.334380,8.636253,0.991450,0.856049,0.178825,1.078642,0.774444,0,13.284671,1,stable,0.195752,0.016927,0.300000,0.300000,0.392784,0.074780,1.334380
1.900000,0.221840,0.990647,-0.000565,0.095251,3,0.000022,0.904439,0.091076,1.337002,6.734558,0.991899,0.847565,0.174029,1.080399,2.401475,0,27.781899,1,stable,0.187334,0.013304,0.300000,0.300000,0.400369,0.091076,1.337002
2,0.071067,0.991674,-0.000355,0.100887,3,0.000022,0.598362,0.096522,1.339903,18.262671,0.988774,0.677320,0.174830,1.080399,-1.625419,0,27.500077,0.706797,stable,0.179043,0.004213,0.300000,0.300000,0.406809,0.096522,1.339903
2.100000,-0.022284,0.992522,-0.000246,0.100648,2,0.000022,0.498301,0.098420,1.342851,19.813391,0.988271,0.631676,0.171834,1.076309,-3.060767,0,27.223915,0.707176,stable,0.170432,-0.001402,0.300000,0.300000,0.412092,0.098420,1.342851
2.200000,-0.037542,0.992728,0.000013,0.105854,4,0.000022,0.893294,0.105679,1.345542,17.687257,0.988955,0.635705,0.164137,1.076309,-1.000609,0,17.256092,0.706868,stable,0.161797,-0.002340,0.300000,0.300000,0.416209,0.105679,1.345542
2.300000,-0.123174,0.992063,0.000225,0.117895,4,0.000022,0.580216,0.117058,1.347672,18.856849,0.988584,0.646820,0.161014,1.076309,3.949924,0,12.631257,0.706789,stable,0.153518,-0.007497,0.300000,0.300000,0.419154,0.117058,1.347672
2.400000,0.117502,0.990669,0.000314,0.124369,4,0.000022,0.949981,0.122271,1.348983,17.209832,0.989103,0.670431,0.138231,1.076309,-3.130774,0,11.647156,0.707779,stable,0.145236,0.007005,0.300000,0.300000,0.420923,0.122271,1.348983
2.500000,0.413614,0.989045,-0.000369,0.147413,1,0.000022,0.742564,0.143534,1.349489,35.325118,0.981849,0.775132,0.113725,1.076309,3.697644,0,10.805314,0.708588,stable,0.138540,0.024816,0.300000,0.300000,0.421513,0.143534,1.349489
2.600000,0.265240,0.987842,-0.000063,0.169855,4,0.000022,0.646589,0.164799,1.349108,30.419066,0.984185,0.800251,0.117713,1.071034,-2.074163,0,13.550578,0.712664,stable,0.133621,0.015908,0.300000,0.300000,0.420923,0.164799,1.349108
2.700000,-0.311199,0.987566,0.000581,0.168371,3,0.000022,0.221695,0.163509,1.347707,59.382640,0.964544,0.675450,0.147111,1.071034,-0.959757,0,11.818468,0.714719,stable,0.128227,-0.018884,0.300000,0.300000,0.419154,0.163509,1.347707
2.800000,-0.394269,0.988351,0.000279,0.141214,4,0.000022,0.981643,0.138509,1.345441,108.677431,0.869317,0.813444,0.144145,1.071034,-4.248937,0,11.770805,0.717102,stable,0.120288,-0.023857,0.300000,0.300000,0.416209,0.138509,1.345441
2.900000,-0.147425,0.989907,-0.000960,0.140979,1,0.000022,0.521759,0.140117,1.342834,100.190827,0.894486,0.733890,0.121378,1.071034,7.599478,0,11.723525,0.720223,stable,0.112343,-0.009035,0.300000,0.300000,0.412092,0.140117,1.342834
3,0.117645,0.991674,-0.000332,0.159888,4,0.000022,0.606275,0.156822,1.340028,122.112731,0.819219,0.697812,0.099117,1.071034,-4.598835,0,11.359477,0.720754,stable,0.105995,0.006879,0.300000,0.300000,0.406809,0.156822,1.340028
3.100000,-0.017717,0.993071,0.000855,0.173221,3,0.000022,0.371637,0.169027,1.337195,113.390623,0.853243,0.699773,0.102474,1.059488,0.845154,0,11.017358,0.721004,stable,0.101252,-0.001222,0.300000,0.300000,0.400369,0.169027,1.337195
3.200000,-0.100274,0.993711,0.001550,0.166097,4,0.000022,0.608608,0.164026,1.334377,131.889111,0.774123,0.698611,0.102355,1.059488,-2.346373,0,11.359477,0.720316,stable,0.096091,-0.006264,0.300000,0.300000,0.392784,0.164026,1.334377
3.300000,0.054118,0.993500,0.000168,0.169201,1,0.000022,0.452280,0.165750,1.332120,116.575544,0.841478,0.713487,0.087653,1.059488,2.369705,0,11.017358,0.720410,stable,0.090779,0.003126,0.300000,0.300000,0.384069,0.165750,1.332120
3.400000,0.269746,0.992622,-0.001264,0.181568,4,0.000022,0.577095,0.176420,1.330747,120.288884,0.826808,0.714549,0.070362,1.059488,-1.563282,0,9.672809,0.720100,stable,0.086493,0.016132,0.300000,0.300000,0.374240,0.176420,1.330747
3.500000,0.108362,0.991442,-0.001561,0.192656,4,0.000022,0.325265,0.186405,1.330398,116.583637,0.841448,0.752434,0.076985,1.059488,1.248157,0,8.620741,0.721642,stable,0.083474,0.006489,0.300000,0.300000,0.363320,0.186405,1.330398
3.600000,-0.160237,0.990387,-0.000645,0.189169,4,0.000022,0.452176,0.184620,1.330959,128.958506,0.788427,0.737130,0.089671,1.049758,-2.518301,0,8.145365,0.721755,stable,0.079825,-0.009847,0.300000,0.300000,0.351335,0.184620,1.330959
3.700000,-0.000989,0.989817,-0.000162,0.176380,4,0.000021,0.729281,0.171628,1.332354,125.110734,0.806185,0.758549,0.075218,1.049758,1.269106,0,7.719676,0.722257,stable,0.075037,-0.000181,0.300000,0.300000,0.338318,0.171628,1.332354
3.800000,0.205399,0.989924,0.000032,0.185320,4,0.000022,0.391720,0.179180,1.334590,137.147648,0.746777,0.754869,0.058957,1.049758,2.771048,0,8.145365,0.721473,stable,0.071271,0.012313,0.300000,0.300000,0.324303,0.179180,1.334590
3.900000,0.100653,0.990647,0.001061,0.194243,4,0.000022,0.362199,0.186553,1.337259,127.738808,0.794182,0.747727,0.062670,1.049758,-3.375606,0,7.719676,0.722289,stable,0.068703,0.006033,0.300000,0.300000,0.309334,0.186553,1.337259
4,-0.005427,0.991674,0.001430,0.191204,1,0.000022,0.324252,0.183132,1.339979,132.150357,0.772815,0.721185,0.066236,1.049758,-0.295215,0,7.681033,0.722304,stable,0.065756,-0.000480,0.300000,0.300000,0.293459,0.183132,1.339979
4.100000,0.327991,0.992522,-0.000099,0.181435,4,0.000022,0.361841,0.173740,1.342699,124.686324,0.808072,0.732265,0.042698,1.042124,-0.379470,0,7.719676,0.721645,stable,0.062429,0.019731,0.300000,0.300000,0.276734,0.173740,1.342699
4.200000,0.514742,0.992728,-0.001757,0.187056,4,0.000021,0.339858,0.180405,1.345477,142.408482,0.717316,0.772419,0.029971,1.042124,0.375893,0,7.681033,0.723303,stable,0.060904,0.030933,0.300000,0.300000,0.259218,0.180405,1.345477
4.300000,0.037450,0.992063,-0.000612,0.184330,2,0.000022,0.213752,0.178256,1.347804,126.959767,0.797796,0.748023,0.058130,1.042124,-0.219834,0,9.511416,0.726171,stable,0.060361,0.002231,0.300000,0.300000,0.240981,0.178256,1.347804
4.400000,-0.373023,0.990669,0.001072,0.169584,4,0.000022,0.407156,0.164977,1.349068,180.275199,0.462391,0.743792,0.080109,1.042124,-1.261053,0,9.559028,0.725690,stable,0.057524,-0.022585,0.300000,0.300000,0.222096,0.164977,1.349068
4.500000,-0.249561,0.989045,0.000419,0.156309,4,0.000022,0.406719,0.152602,1.349411,154.580007,0.641856,0.724219,0.067939,1.042124,1.934035,0,9.511416,0.727421,stable,0.052821,-0.015119,0.300000,0.300000,0.202643,0.152602,1.349411
4.600000,-0.018476,0.987842,-0.000482,0.157895,4,0.000022,0.325762,0.153331,1.348978,180.588182,0.460169,0.684801,0.050594,1.032909,-0.004373,0,8.440712,0.728240,stable,0.048956,-0.001170,0.300000,0.300000,0.182707,0.153331,1.348978
4.700000,-0.034012,0.987566,0.000052,0.157514,2,0.000022,0.118220,0.153007,1.347652,173.067488,0.513800,0.702364,0.048555,1.032909,-0.809563,0,9.511416,0.727527,stable,0.046414,-0.002141,0.300000,0.300000,0.162379,0.153007,1.347652
4.800000,-0.007944,0.988351,0.000472,0.153076,4,0.000022,0.199747,0.149175,1.345443,170.207868,0.534176,0.712425,0.047389,1.032909,-2.075423,0,9.559028,0.726931,stable,0.043920,-0.000637,0.300000,0.300000,0.141753,0.149175,1.345443
4.900000,0.091432,0.989907,-0.000403,0.147414,4,0.000022,0.199471,0.143730,1.342742,163.694013,0.580062,0.715837,0.038523,1.032909,0.815275,0,9.607119,0.726232,stable,0.041672,0.005422,0.300000,0.300000,0.120927,0.143730,1.342742
5,0.055327,0.991674,-0.000878,0.148179,4,0.000022,0.195912,0.143915,1.339868,160.763774,0.600308,0.707626,0.039379,1.032909,-0.002760,0,9.559028,0.726098,stable,0.040027,0.003277,0.300000,0.300000,0.100000,0.143915,1.339868
5.100000,-0.204435,0.993071,-0.000365,0.145420,3,0.000022,0.133048,0.140714,1.337008,158.359901,0.616668,0.703589,0.050625,1.021230,-0.035590,0,9.511416,0.726447,stable,0.038291,-0.012334,0.300000,0.300000,0.079073,0.140714,1.337008
5.200000,-0.442132,0.993711,0.000223,0.140996,1,0.000022,0.188504,0.136087,1.334390,162.230450,0.590213,0.722212,0.061990,1.021230,-0.628649,0,9.406388,0.727671,stable,0.035379,-0.026612,0.300000,0.300000,0.058247,0.136087,1.334390
5.300000,-0.332799,0.993500,0.000137,0.134819,4,0.000022,0.239264,0.130204,1.332320,157.086063,0.625235,0.721953,0.051509,1.021230,0.554565,0,9.303654,0.730276,stable,0.031457,-0.020052,0.300000,0.300000,0.037621,0.130204,1.332320
5.400000,0.019760,0.992622,-0.000120,0.132594,1,0.000022,0.097759,0.127826,1.331061,165.678184,0.566194,0.702922,0.030365,1.021230,0.507599,0,8.357896,0.732211,stable,0.028262,0.001175,0.300000,0.300000,0.017293,0.127826,1.331061
5.500000,0.236446,0.991442,0.000391,0.133323,4,0.000022,0.094907,0.128179,1.330687,171.972576,0.521611,0.703153,0.016712,1.021230,-1.415050,0,9.303654,0.732292,stable,0.026944,0.014205,0.300000,0.300000,0.001000,0.128179,1.330687
5.600000,0.118954,0.990387,0.001209,0.134660,1,0.000022,0.051383,0.129468,1.331116,165.218145,0.569419,0.692436,0.025427,1.010569,-0.028523,0,8.357896,0.733648,stable,0.026746,0.007152,0.300000,0.300000,0.001000,0.129468,1.331116
5.700000,0.029767,0.989817,0.001008,0.133762,4,0.000022,0.059192,0.128657,1.332279,174.910034,0.500643,0.689201,0.036122,1.010569,-0.435242,0,7.586677,0.734312,stable,0.025987,0.001763,0.300000,0.300000,0.001000,0.128657,1.332279
5.800000,0.229797,0.989924,-0.000594,0.131933,4,0.000022,0.079306,0.126979,1.334261,167.566823,0.552895,0.690732,0.019169,1.010569,0.078099,0,8.357896,0.734457,stable,0.024830,0.013820,0.300000,0.300000,0.001000,0.126979,1.334261
5.900000,0.322801,0.990647,-0.001510,0.134399,4,0.000022,0.103254,0.129277,1.336991,171.131786,0.527602,0.706042,0.016141,1.010569,0.201139,0,7.586677,0.735771,stable,0.024707,0.019400,0.300000,0.300000,0.001000,0.129277,1.336991
6,0.041880,0.991674,-0.000409,0.134236,1,0.000022,0.056173,0.129136,1.340034,164.292490,0.575891,0.692760,0.031791,1.010569,0.239478,0,7.410907,0.737520,stable,0.025041,0.002481,0.300000,0.300000,0.001000,0.129136,1.340034
6.100000,-0.084266,0.992522,0.000730,0.132508,4,0.000022,0.072932,0.127549,1.342921,174.836350,0.501169,0.690795,0.032445,0.999097,-0.470808,0,7.586677,0.737501,stable,0.023990,-0.005084,0.300000,0.300000,0.001000,0.127549,1.342921
6.200000,0.041162,0.992728,0.000181,0.132395,1,0.000022,0.047780,0.127602,1.345517,165.313066,0.568754,0.687833,0.027337,0.999097,0.167591,0,7.410907,0.737701,stable,0.022379,0.002469,0.300000,0.300000,0.001000,0.127602,1.345517
6.300000,-0.039484,0.992063,-0.000195,0.132983,4,0.000022,0.113735,0.128182,1.347621,168.783045,0.544290,0.689623,0.028759,0.999097,-0.251520,0,7.586677,0.737757,stable,0.021460,-0.002410,0.300000,0.300000,0.001000,0.128182,1.347621
6.400000,-0.192365,0.990669,0.000097,0.132326,2,0.000022,0.034095,0.127645,1.348906,163.393824,0.582150,0.694873,0.039659,0.999097,0.659541,0,8.357896,0.737988,stable,0.020192,-0.011628,0.300000,0.300000,0.001000,0.127645,1.348906
6.500000,-0.055792,0.989045,-0.000518,0.130667,4,0.000022,0.086483,0.126334,1.349334,160.874810,0.599547,0.699697,0.028255,0.999097,-0.796393,0,7.586677,0.739059,stable,0.018242,-0.003401,0.300000,0.300000,0.001000,0.126334,1.349334
6.600000,0.020535,0.987842,-0.001043,0.132411,4,0.000022,0.063014,0.127819,1.348995,162.686536,0.587057,0.701442,0.032116,0.986793,0.523873,0,8.326464,0.738965,stable,0.017054,0.001214,0.300000,0.300000,0.001000,0.127819,1.348995
6.700000,-0.258594,0.987566,0.000124,0.132758,2,0.000022,0.030722,0.128034,1.347762,157.087562,0.625225,0.699957,0.031863,0.986793,-0.234682,0,9.226116,0.738826,stable,0.016300,-0.015563,0.300000,0.300000,0.001000,0.128034,1.347762
6.800000,-0.543102,0.988351,0.001294,0.133049,1,0.000022,0.052466,0.128150,1.345609,164.524953,0.574268,0.773804,0.046907,0.986793,-0.322927,0,8.326464,0.739543,stable,0.014226,-0.032681,0.300000,0.300000,0.001000,0.128150,1.345609
6.900000,-0.439736,0.989907,0.000847,0.131824,4,0.000022,0.089452,0.126927,1.342860,158.971452,0.612530,0.794220,0.037303,0.986793,0.217444,0,8.004668,0.741038,stable,0.010871,-0.026433,0.300000,0.300000,0.001000,0.126927,1.342860
7,-0.047223,0.991674,-0.000131,0.133118,4,0.000022,0.056602,0.128098,1.339932,166.268268,0.562048,0.709980,0.014801,0.986793,0.369859,0,7.819214,0.742307,stable,0.008189,-0.002833,0.300000,0.300000,0.001000,0.128098,1.339932
7.100000,0.275233,0.993071,-0.000108,0.134756,4,0.000022,0.070875,0.129660,1.337087,174.101600,0.506417,0.695647,0.013876,0.973569,-0.328500,0,8.004668,0.742184,stable,0.007550,0.016551,0.300000,0.300000,0.001000,0.129660,1.337087
7.200000,0.281414,0.993711,0.000615,0.134672,4,0.000022,0.029007,0.129591,1.334487,168.253496,0.548041,0.683634,0.013536,0.973569,0.142735,0,7.819214,0.743676,stable,0.008512,0.016909,0.300000,0.300000,0.001000,0.129591,1.334487
7.300000,0.111414,0.993500,0.000824,0.134749,4,0.000022,0.023035,0.129644,1.332321,173.646887,0.509664,0.678729,0.024320,0.973569,-0.418683,0,7.642159,0.745110,stable,0.009454,0.006667,0.300000,0.300000,0.001000,0.129644,1.332321
7.400000,0.066438,0.992622,-0.000084,0.133582,4,0.000022,0.050222,0.128657,1.330881,175.024068,0.499828,0.670235,0.024350,0.973569,-0.059721,0,6.992751,0.745058,stable,0.009521,0.003989,0.300000,0.300000,0.001000,0.128657,1.330881
7.500000,0.183175,0.991442,-0.001172,0.133968,4,0.000022,0.046747,0.128959,1.330429,171.042547,0.528237,0.675950,0.030727,0.973569,0.271866,0,7.642159,0.744778,stable,0.009367,0.011024,0.300000,0.300000,0.001000,0.128959,1.330429
7.600000,0.203997,0.990387,-0.001122,0.133734,4,0.000022,0.030969,0.128727,1.331002,171.161877,0.527388,0.697587,0.028711,0.959558,-0.034747,0,6.992751,0.743449,stable,0.009791,0.012275,0.300000,0.300000,0.001000,0.128727,1.331002
7.700000,0.076242,0.989817,-0.000047,0.133555,1,0.000022,0.034711,0.128611,1.332403,167.813768,0.551151,0.693201,0.030808,0.959558,-0.157782,0,6.445069,0.743094,stable,0.010294,0.004583,0.300000,0.300000,0.001000,0.128611,1.332403
7.800000,0.140406,0.989924,0.000487,0.133384,4,0.000022,0.044808,0.128471,1.334434,167.516112,0.553254,0.710975,0.017401,0.959558,0.037424,0,6.767271,0.741718,stable,0.010150,0.008434,0.300000,0.300000,0.001000,0.128471,1.334434
7.900000,0.269246,0.990647,-0.000076,0.134422,1,0.000022,0.046694,0.129382,1.337035,165.423624,0.567979,0.727075,0.017657,0.959558,0.100967,0,6.445069,0.740230,stable,0.010325,0.016189,0.300000,0.300000,0.001000,0.129382,1.337035
8,-0.043604,0.991674,-0.000152,0.134520,1,0.000022,0.024135,0.129458,1.339957,163.399502,0.582110,0.692528,0.025735,0.959558,0.018868,0,6.182220,0.740947,stable,0.011119,-0.002613,0.300000,0.300000,0.001000,0.129458,1.339957
8.100000,-0.382021,0.992522,0.000242,0.134093,2,0.000022,0.049243,0.129034,1.342789,171.518587,0.524847,0.704903,0.034832,0.946794,-0.225598,0,6.445069,0.740527,stable,0.010351,-0.023003,0.300000,0.300000,0.001000,0.129034,1.342789
8.200000,-0.220546,0.992728,-0.000512,0.132702,4,0.000022,0.075573,0.127939,1.345421,165.767512,0.565567,0.667786,0.027178,0.946794,0.251085,0,6.182220,0.742670,stable,0.007973,-0.013296,0.300000,0.300000,0.001000,0.127939,1.345421
8.300000,-0.118628,0.992063,-0.000806,0.133285,4,0.000022,0.064181,0.128487,1.347731,176.654184,0.488187,0.648102,0.037263,0.946794,0.263293,0,5.939970,0.743386,stable,0.006498,-0.007163,0.300000,0.300000,0.001000,0.128487,1.347731
8.400000,-0.329768,0.990669,0.000929,0.132941,1,0.000022,0.040465,0.128100,1.349188,167.567286,0.552892,0.656789,0.028632,0.946794,-0.113917,0,5.665986,0.743775,stable,0.005594,-0.019836,0.300000,0.300000,0.001000,0.128100,1.349188
8.500000,-0.279498,0.989045,0.001713,0.133572,2,0.000022,0.040004,0.128674,1.349513,170.691787,0.530734,0.665669,0.020501,0.946794,-0.237155,0,5.416163,0.744129,stable,0.003710,-0.016792,0.300000,0.300000,0.001000,0.128674,1.349513
8.600000,0.062964,0.987842,0.000339,0.134287,2,0.000022,0.033694,0.129264,1.348934,166.153788,0.562853,0.599833,0.019986,0.934709,-0.004609,0,5.405962,0.745107,stable,0.002166,0.003780,0.300000,0.300000,0.001000,0.129264,1.348934
8.700000,0.268193,0.987566,-0.000499,0.134530,4,0.000022,0.024672,0.129408,1.347581,171.157647,0.527418,0.630863,0.019514,0.934709,-0.063103,0,5.416163,0.744501,stable,0.002363,0.016129,0.300000,0.300000,0.001000,0.129408,1.347581
8.800000,0.235261,0.988351,-0.000242,0.134514,3,0.000022,0.024119,0.129426,1.345472,165.996339,0.563960,0.628496,0.022018,0.934709,-0.090220,0,5.405962,0.746010,stable,0.003550,0.014135,0.300000,0.300000,0.001000,0.129426,1.345472
8.900000,0.164684,0.989907,-0.000251,0.134489,1,0.000022,0.016500,0.129408,1.342790,168.203629,0.548394,0.627305,0.026963,0.934709,-0.005528,0,5.395800,0.746157,stable,0.004516,0.009862,0.300000,0.300000,0.001000,0.129408,1.342790
9,0.158353,0.991674,-0.000718,0.133907,4,0.000022,0.042708,0.128909,1.339870,165.814269,0.565238,0.630955,0.017689,0.934709,-0.076194,0,5.196788,0.746526,stable,0.005088,0.009514,0.300000,0.300000,0.001000,0.128909,1.339870
9.100000,0.150264,0.993071,-0.000795,0.134588,4,0.000022,0.044913,0.129547,1.337018,163.883028,0.578746,0.625901,0.028027,0.922637,0.262080,0,5.011935,0.747425,stable,0.005603,0.009038,0.300000,0.300000,0.001000,0.129547,1.337018
9.200000,0.066544,0.993711,-0.000211,0.133945,1,0.000022,0.033813,0.128955,1.334461,162.012478,0.591718,0.648052,0.031787,0.922637,0.022048,0,4.942323,0.746407,stable,0.006054,0.004001,0.300000,0.300000,0.001000,0.128955,1.334461
9.300000,-0.038567,0.993500,0.000429,0.133637,3,0.000022,0.021084,0.128639,1.332391,160.545737,0.601802,0.661545,0.024123,0.922637,-0.110996,0,5.011935,0.743813,stable,0.006075,-0.002292,0.300000,0.300000,0.001000,0.128639,1.332391
9.400000,0.011111,0.992622,0.000446,0.134135,1,0.000022,0.028737,0.129146,1.331012,158.835869,0.613449,0.658514,0.023954,0.922637,-0.127289,0,5.196788,0.743832,stable,0.005586,0.000671,0.300000,0.300000,0.001000,0.129146,1.331012
9.500000,0.286854,0.991442,-0.000142,0.133726,4,0.000022,0.037419,0.128836,1.330523,158.250910,0.617404,0.643160,0.025233,0.922637,0.076525,0,5.395800,0.741736,stable,0.005361,0.017270,0.300000,0.300000,0.001000,0.128836,1.330523
9.600000,0.448997,0.990387,-0.000528,0.137602,4,0.000022,0.138963,0.132467,1.331033,160.778065,0.600210,0.635565,0.030763,0.908834,0.086823,0,5.196788,0.741963,stable,0.006490,0.027027,0.300000,0.300000,0.017293,0.132467,1.331033
9.700000,0.082379,0.989817,-0.000003,0.141422,2,0.000023,0.142118,0.136197,1.332415,157.429599,0.622932,0.651098,0.013286,0.908834,1.015443,0,5.011935,0.744473,stable,0.008352,0.004946,0.300000,0.300000,0.037621,0.136197,1.332415
9.800000,-0.404581,0.989924,0.000598,0.146787,4,0.000023,0.188982,0.141328,1.334400,172.921864,0.514839,0.648156,0.032683,0.908834,0.031547,0,5.196788,0.744750,transitoire,0.008334,-0.024349,0.300000,0.300000,0.058247,0.141328,1.334400
9.900000,-0.313496,0.990647,-0.000094,0.149903,1,0.000022,0.117946,0.144461,1.336943,170.072768,0.535137,0.646395,0.029748,0.908834,0.468636,0,5.011935,0.747051,stable,0.005948,-0.018867,0.300000,0.300000,0.079073,0.144461,1.336943
10,-0.082713,0.991674,-0.000714,0.154150,4,0.000024,0.155495,0.148745,1.340025,179.813675,0.465671,0.606773,0.036016,0.908834,-0.710359,0,4.942323,0.748342,stable,0.004124,-0.005023,0.300000,0.300000,0.100000,0.148745,1.340025
10.100000,-0.171777,0.992522,0.000696,0.157651,1,0.000022,0.130121,0.152368,1.343045,176.692567,0.487913,0.589305,0.034505,0.894538,0.375492,0,5.011935,0.748501,stable,0.003512,-0.010405,0.300000,0.300000,0.120927,0.152368,1.343045
10.200000,0.025579,0.992728,0.001450,0.162490,1,0.000022,0.157393,0.157028,1.345471,175.826979,0.494093,0.592235,0.027015,0.894538,-0.253741,0,4.942323,0.748312,stable,0.002494,0.001531,0.300000,0.300000,0.141753,0.157028,1.345471
10.300000,0.262872,0.992063,-0.000220,0.168515,2,0.000022,0.181208,0.162682,1.347468,172.736485,0.516162,0.646803,0.039157,0.894538,0.272727,0,5.011935,0.745896,transitoire,0.002493,0.015875,0.300000,0.300000,0.162379,0.162682,1.347468
10.400000,0.049438,0.990669,-0.000854,0.172690,2,0.000022,0.122445,0.166591,1.348850,170.090146,0.535013,0.626535,0.019101,0.894538,0.238141,0,4.942323,0.745489,chronique,0.003653,0.002964,0.300000,0.300000,0.182707,0.166591,1.348850
10.500000,-0.051521,0.989045,-0.000518,0.179205,4,0.000022,0.182108,0.172817,1.349265,176.889014,0.486510,0.622571,0.029437,0.894538,-0.587626,0,5.011935,0.745662,transitoire,0.003710,-0.003159,0.300000,0.300000,0.202643,0.172817,1.349265
10.600000,0.221579,0.987842,-0.001136,0.182294,1,0.000022,0.099129,0.176059,1.348911,170.051188,0.535290,0.609120,0.033307,0.881435,0.596629,0,5.196788,0.744586,chronique,0.003269,0.013322,0.300000,0.300000,0.222096,0.176059,1.348911
10.700000,0.334055,0.987566,-0.000784,0.186475,4,0.000022,0.115201,0.180070,1.347879,175.480658,0.496567,0.622366,0.043315,0.881435,-0.829790,0,5.011935,0.745183,chronique,0.004183,0.020171,0.300000,0.300000,0.240981,0.180070,1.347879
